,subj,block,targTheta,n_probes,probeTheta_loc,targOrNoTarg,acc,pm_acc,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word0_cond,word1_cond,word2_cond,word3_cond,word4_cond,word5_cond,word6_cond,word7_cond,word8_cond,word9_cond,word10_cond,word11_cond,word12_cond,word13_cond,word14_cond,topTheta1,topTheta2,topTheta3,topTheta4,topTheta5,topTheta6,topTheta7,topTheta8,topTheta9,topTheta10,topTheta11,topTheta12,topTheta13,topTheta14,topTheta15,botTheta1,botTheta2,botTheta3,botTheta4,botTheta5,botTheta6,botTheta7,botTheta8,botTheta9,botTheta10,botTheta11,botTheta12,botTheta13,botTheta14,botTheta15,topTheta0,botTheta0,respProbe0,rtProbe0,probe0_acc,respProbe1,rtProbe1,probe1_acc,respProbe2,rtProbe2,probe2_acc,respProbe3,rtProbe3,probe3_acc,respProbe4,rtProbe4,probe4_acc,respProbe5,rtProbe5,probe5_acc,respProbe6,rtProbe6,probe6_acc,respProbe7,rtProbe7,probe7_acc,respProbe8,rtProbe8,probe8_acc,respProbe9,rtProbe9,probe9_acc,respProbe10,rtProbe10,probe10_acc,respProbe11,rtProbe11,probe11_acc,respProbe12,rtProbe12,probe12_acc,respProbe13,rtProbe13,probe13_acc,respProbe14,rtProbe14,probe14_acc
90,s998,"('base1', 1)",7,1,bot,,,,dirt,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,s998,"('base1', 1)",12,1,top,,,,psanx,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,s998,"('base1', 1)",8,1,top,,,,sand,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,s998,"('base1', 1)",16,1,bot,,,,board,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,s998,"('base1', 1)",7,1,top,,,,lean,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,s998,"('base1', 1)",18,1,top,,,,gell,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,s998,"('base1', 1)",2,1,bot,,,,sweet,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,s998,"('base1', 1)",8,1,top,,,,choir,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,s998,"('base1', 1)",9,1,top,,,,past,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,s998,"('base1', 1)",2,1,bot,,,,nif,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,s998,"('base1', 1)",4,1,top,,,,sest,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,s998,"('base1', 1)",10,1,top,,,,naze,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,s998,"('base1', 1)",18,1,top,,,,food,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,s998,"('base1', 1)",13,1,bot,,,,rek,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,s998,"('base1', 1)",19,1,bot,,,,risk,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,s998,"('base1', 1)",5,1,bot,,,,cart,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,s998,"('maintain1', 2)",6,13,bot,0.0,,,fine,stop,boosh,tell,pick,save,pint,wamp,heat,dear,gnebe,purs,lawned,,,word,word,nonword,word,word,word,word,nonword,word,word,nonword,nonword,nonword,,,9,11,12,10,16,16,5,19,19,12,11,13,,,,3,12,16,14,3,18,17,13,20,20,19,4,,,,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,s998,"('maintain1', 2)",4,14,bot,1.0,,,mreen,frix,van,geef,dite ,tap,froof,pet,coal,dress,nool,fuel,wrep,risp,,nonword,nonword,word,nonword,nonword,word,nonword,word,word,word,nonword,word,nonword,nonword,,17,10,17,18,15,17,11,8,16,20,8,8,7,,,14,6,6,13,17,12,2,11,2,6,16,18,4,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,s998,"('maintain1', 2)",9,15,bot,1.0,,,trip,sent,glake,red,lims,pab,dag,sut,bay,lan,sheem,yine,skreed,duss,klib,word,word,nonword,word,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,nonword,17,15,4,4,2,7,19,19,8,8,5,11,12,6,,16,16,15,12,15,16,6,16,12,7,19,18,19,9,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,s998,"('maintain1', 2)",9,10,top,0.0,,,gem,prosh,stork,gas,site,box,klume,wosh,plob,zose,,,,,,word,nonword,word,word,word,word,nonword,nonword,nonword,nonword,,,,,,19,7,3,12,11,5,14,8,8,,,,,,,5,15,4,13,18,7,20,5,1,,,,,,,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,s998,"('maintain1', 2)",19,12,bot,1.0,,,glat,goov,fast,preel,luck,next,town,come,neat,saz,sore,sirm,,,,nonword,nonword,word,nonword,word,word,word,word,word,nonword,word,nonword,,,,11,16,15,14,5,3,18,10,15,8,11,,,,,8,5,13,4,3,9,4,14,11,2,19,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,s998,"('maintain1', 2)",9,1,top,1.0,,,freef,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,s998,"('maintain1', 2)",14,11,top,1.0,,,lime,dot,holks,hunt,flaids,fipe,tail,deef,prame,fash,brupe,,,,,word,word,nonword,word,nonword,nonword,word,nonword,nonword,nonword,nonword,,,,,9,10,10,15,13,19,5,13,10,14,,,,,,17,7,16,19,17,15,20,9,1,7,,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,s998,"('maintain1', 2)",11,8,bot,1.0,,,milp,freeg,hin,scheme,ton,stout,show,stick,,,,,,,,nonword,nonword,nonword,word,word,word,word,word,,,,,,,,5,18,19,18,5,17,16,,,,,,,,,2,6,6,10,16,3,11,,,,,,,,,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,s998,"('maintain1', 2)",17,1,bot,0.0,,,pash,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,s998,"('maintain1', 2)",13,8,bot,0.0,,,toast,sathe,fall,rent,flock,meez,voot,tef,,,,,,,,word,nonword,word,word,word,nonword,nonword,nonword,,,,,,,,2,16,10,16,3,9,1,,,,,,,,,3,10,16,3,16,6,11,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,s998,"('maintain1', 2)",12,13,top,0.0,,,grace,reign,toff,storm,faint,dind,tead,wool,loan,bright,scroon ,drain,wog,,,word,word,nonword,word,word,nonword,nonword,word,word,word,nonword,word,nonword,,,15,1,4,15,17,18,9,20,10,1,20,3,,,,7,11,3,3,19,16,5,14,19,10,19,11,,,,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,s998,"('maintain1', 2)",5,10,bot,0.0,,,swoke,dack,trend,fail,grown,real,sing,store,beak,liff,,,,,,nonword,nonword,word,word,word,word,word,word,word,nonword,,,,,,14,15,9,18,20,20,9,4,10,,,,,,,3,9,13,6,4,19,16,2,18,,,,,,,17.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,s998,"('maintain1', 2)",12,11,bot,0.0,,,nake,tofe,fool,coach,shirt,stives,frox,sight,mark,phruiff,hop,,,,,nonword,nonword,word,word,word,nonword,nonword,word,word,nonword,word,,,,,7,10,6,9,10,2,10,4,15,1,,,,,,10,14,10,5,13,6,18,15,4,15,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,s998,"('maintain1', 2)",7,15,top,1.0,,,half,cless,reach,cheshed,tall,toph,wrong,plam,pump,hib,woft,rate,lant,swuibs,new,word,nonword,word,nonword,word,nonword,word,nonword,word,nonword,nonword,word,nonword,nonword,word,5,13,13,2,18,12,8,18,1,20,12,14,17,7,,20,4,1,16,6,6,20,16,3,3,1,8,14,19,,17.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,s998,"('maintain1', 2)",19,2,bot,1.0,,,little,kire,,,,,,,,,,,,,,word,nonword,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,s998,"('maintain1', 2)",13,9,top,0.0,,,fuve,glimpse,zove,cash,smorse,thought,die,fler,roosh,,,,,,,nonword,word,nonword,word,nonword,word,word,nonword,nonword,,,,,,,11,12,3,10,16,1,8,12,,,,,,,,8,7,18,11,4,19,12,20,,,,,,,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,s998,"('maintain1', 2)",12,12,bot,0.0,,,edge,map,smopped,lafe,march,drove,fight,hish,thrurched,thim,gef,creet,,,,word,word,nonword,nonword,word,word,word,nonword,nonword,nonword,nonword,nonword,,,,10,1,3,7,6,17,5,18,14,1,18,,,,,17,8,7,14,4,15,8,3,19,4,16,,,,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,s998,"('maintain1', 2)",4,9,top,0.0,,,dare,vrote,wef,deep,siff,waj,quim,wip,hiv,,,,,,,word,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,,,,,,,2,14,19,11,1,17,20,7,,,,,,,,9,10,7,2,2,5,12,1,,,,,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,s998,"('maintain1', 2)",14,5,top,1.0,,,gentle,top,throat,dark,shom,,,,,,,,,,,word,word,word,word,nonword,,,,,,,,,,,18,19,9,14,,,,,,,,,,,,6,4,18,16,,,,,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,s998,"('maintain1', 2)",13,14,bot,1.0,,,tie,mooh,splims,arch,proud,gain,track,sofe,peeg,vrip,profe,nomk,goom,mog,,word,nonword,nonword,word,word,word,word,nonword,nonword,nonword,nonword,nonword,nonword,nonword,,20,14,17,1,12,18,19,4,17,16,20,12,2,,,9,15,14,10,5,10,3,18,4,10,4,3,13,,,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,s998,"('monitor1', 3)",17,5,top,,,,forth,span,clet,pome,fence,,,,,,,,,,,word,word,nonword,nonword,word,,,,,,,,,,,16,15,16,17,,,,,,,,,,,,5,4,3,17,,,,,,,,,,,,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,s998,"('monitor1', 3)",5,8,bot,,,,hang,crowd,saj,vass,crog,wood,joke,neek,,,,,,,,word,word,nonword,nonword,nonword,word,word,nonword,,,,,,,,20,1,16,20,15,13,5,,,,,,,,,8,20,7,4,7,3,5,,,,,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,s998,"('monitor1', 3)",1,8,top,,,,range,neethe,clate,good,gherves,doop,slipes,stone,,,,,,,,word,nonword,nonword,word,nonword,nonword,nonword,word,,,,,,,,10,15,16,11,15,15,1,,,,,,,,,8,6,6,4,7,5,1,,,,,,,,,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,s998,"('monitor1', 3)",17,15,top,,,,grem,viv,hur,old,whup,flade,spens,freight,tij,dem,black,sea,cool,hat,craut,nonword,nonword,nonword,word,nonword,nonword,nonword,word,nonword,nonword,word,word,word,word,nonword,18,20,8,16,5,11,3,5,13,9,12,4,11,17,,8,8,19,20,6,4,9,8,1,6,18,2,13,17,,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,s998,"('monitor1', 3)",11,15,top,,,,stride,brief,warl,epped,shoops,roop,shig,nerve,hule,kive,rale,prab,ghost,vamg,broop,word,word,nonword,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,word,nonword,nonword,6,13,15,16,15,18,15,9,9,13,19,17,14,11,,14,9,6,8,7,3,19,19,3,17,10,1,17,11,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,s998,"('monitor1', 3)",14,10,bot,,,,moom,brop,luss,ghelms,crain,least,chens ,cheds,twand,wepe,,,,,,nonword,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,,,,,,6,10,9,18,8,12,4,17,14,,,,,,,16,3,16,12,9,16,13,8,14,,,,,,,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,s998,"('monitor1', 3)",14,5,bot,,,,tah,bool,brif,tale,hope,,,,,,,,,,,nonword,nonword,nonword,word,word,,,,,,,,,,,15,5,2,14,,,,,,,,,,,,9,2,6,14,,,,,,,,,,,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,s998,"('monitor1', 3)",11,12,top,,,,prime,seap,hook,looz,zedt,thofe,kat,pan,school,sheese,vire,wront,,,,word,nonword,word,nonword,nonword,nonword,nonword,word,word,nonword,nonword,nonword,,,,20,12,8,3,5,1,4,12,8,20,11,,,,,9,6,12,4,20,10,7,3,20,7,11,,,,,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,s998,"('monitor1', 3)",14,14,bot,,,,huke,win,staff,malk,belt,loff,maff,fly,gilk,roud,firp,nine,trath,leap,,nonword,word,word,nonword,word,nonword,nonword,word,nonword,nonword,nonword,word,nonword,word,,10,2,8,8,11,19,2,16,6,7,2,20,14,,,15,4,2,18,13,10,6,5,5,1,5,9,14,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,s998,"('monitor1', 3)",5,9,bot,,,,cruk,sense,saw,card,kine,join,pams,ponk,slept,,,,,,,nonword,word,word,word,nonword,word,nonword,nonword,word,,,,,,,6,14,10,11,10,4,20,5,,,,,,,,19,1,7,20,4,9,6,5,,,,,,,,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,s998,"('monitor1', 3)",12,13,top,,,,whid,klak,give,blixe,hax,toof,bick,fize,threnth,bild,fourth,quap,weef,,,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,nonword,nonword,word,nonword,nonword,,,18,6,7,19,20,2,19,8,2,3,4,12,,,,17,18,10,15,15,13,9,19,7,5,20,12,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,s998,"('monitor1', 3)",15,11,top,,,,preb,film,poz,slip,fibe,twist,snat,prife,huse,full,mail,,,,,nonword,word,nonword,word,nonword,word,nonword,nonword,nonword,word,word,,,,,13,10,5,6,10,8,9,5,10,15,,,,,,4,18,12,10,4,4,17,4,4,15,,,,,,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,s998,"('monitor1', 3)",8,10,top,,,,hear,vose,thwold,bedge,pude,pseew,rough,treat,wath,wind,,,,,,word,nonword,nonword,nonword,nonword,nonword,word,word,nonword,word,,,,,,3,5,1,10,12,15,2,14,8,,,,,,,17,15,11,5,15,2,4,13,8,,,,,,,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,s998,"('monitor1', 3)",19,11,top,,,,shroofs,caught,vobe,frope,gome,left,teel,grade,dust,youth,whab,,,,,nonword,word,nonword,nonword,nonword,word,nonword,word,word,word,nonword,,,,,4,18,17,12,15,8,14,16,4,19,,,,,,3,15,8,3,11,16,8,1,16,19,,,,,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,s998,"('monitor1', 3)",2,12,top,,,,kak,kiz,steal,loge,weeb,knaise,shed,task,poth,thit,blue,smest,,,,nonword,nonword,word,nonword,nonword,nonword,word,word,nonword,nonword,word,nonword,,,,8,19,17,5,1,10,16,11,18,3,2,,,,,16,13,7,3,17,6,12,10,3,6,2,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,s998,"('monitor1', 3)",5,2,top,,,,thip,flid,,,,,,,,,,,,,,nonword,nonword,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,s998,"('monitor1', 3)",1,9,bot,,,,lewn,blombed,teeg,month,fers,soom,velks,head,threw,,,,,,,nonword,nonword,nonword,word,nonword,nonword,nonword,word,word,,,,,,,17,17,5,7,11,13,9,1,,,,,,,,8,18,17,8,20,19,20,1,,,,,,,,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,s998,"('monitor1', 3)",19,13,top,,,,jome,mate,kill,coat,hump,niff,gake,place,sead ,blive,awn ,steam,drulse,,,nonword,word,word,word,word,nonword,nonword,word,nonword,nonword,nonword,word,nonword,,,7,10,16,1,8,12,9,18,11,17,4,19,,,,10,1,2,3,5,4,4,13,1,9,5,19,,,,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,s998,"('monitor1', 3)",6,14,bot,,,,rass,vague,pide,thams,bear,bist,teed,whole,veech,plamps,earl,kamb,simp,pids,,nonword,word,nonword,nonword,word,nonword,nonword,word,nonword,nonword,word,nonword,nonword,nonword,,10,4,11,1,10,1,7,16,4,17,7,11,6,,,13,2,5,11,12,10,20,7,13,16,1,10,6,,,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,s998,"('monitor1', 3)",16,6,top,,,,jup,fare,delm,gret,fun,trab,,,,,,,,,,nonword,word,nonword,nonword,word,nonword,,,,,,,,,,7,6,7,17,16,,,,,,,,,,,3,11,12,12,16,,,,,,,,,,,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,s998,"('mnm1', 4)",13,11,top,,,,swim,hix,mij,stair,plain,vrofe,done,part,load,write,spell,,,,,word,nonword,nonword,word,word,nonword,word,word,word,word,word,,,,,4,9,17,14,8,20,12,10,5,13,,,,,,16,10,9,16,19,4,3,3,18,16,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,s998,"('mnm1', 4)",4,7,top,,,,want,reeg,four,five,drill,room,thrawped,,,,,,,,,word,nonword,word,word,word,word,nonword,,,,,,,,,12,16,1,19,8,4,,,,,,,,,,16,12,10,13,6,11,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,s998,"('mnm1', 4)",6,8,top,,,,moon,lik,floog,bramp,yide,frub,bomb,aunt,,,,,,,,word,nonword,nonword,nonword,nonword,nonword,word,word,,,,,,,,12,2,18,17,16,19,6,,,,,,,,,10,17,5,5,12,17,4,,,,,,,,,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,s998,"('mnm1', 4)",6,14,bot,,,,wawl,lead,sleigh,smart,peer,sneiled,sin,larn,prin,plibe,worse,plunge,wire,fraud,,nonword,word,word,word,word,nonword,word,nonword,nonword,nonword,word,word,word,word,,12,10,2,18,2,19,15,16,2,3,3,4,1,,,15,13,18,9,20,5,16,18,12,20,7,20,6,,,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,s998,"('mnm1', 4)",18,11,bot,,,,call,scroods,rung,mibe,weem,gade,whuke,bunch,sove,roke,came,,,,,word,nonword,word,nonword,nonword,nonword,nonword,word,nonword,nonword,word,,,,,7,17,20,3,1,16,17,8,14,13,,,,,,13,7,19,4,8,17,11,5,16,18,,,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,s998,"('mnm1', 4)",8,5,bot,,,,bev,disc,fint,moke,sum,,,,,,,,,,,nonword,word,nonword,nonword,word,,,,,,,,,,,11,14,6,6,,,,,,,,,,,,9,6,10,8,,,,,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,s998,"('mnm1', 4)",5,10,bot,,,,flide,wet,bow,ife,voof,coom,sell,larl,buy,wape,,,,,,nonword,word,word,nonword,nonword,nonword,word,nonword,word,nonword,,,,,,20,3,17,19,13,8,10,4,4,,,,,,,14,17,2,9,16,13,19,16,5,,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,s998,"('mnm1', 4)",17,8,bot,,,,fact,paste,thwoute,port,drim,phase,whook,frink,,,,,,,,word,word,nonword,word,nonword,word,nonword,nonword,,,,,,,,15,10,19,20,18,18,4,,,,,,,,,19,9,2,1,4,12,17,,,,,,,,,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,s998,"('mnm1', 4)",8,14,top,,,,walk,krist,yug,pef,street,main,bad,slice,paits,veft,pofe,desk,geem,fur,,word,nonword,nonword,nonword,word,word,word,word,nonword,nonword,nonword,word,nonword,word,,19,2,4,19,5,7,3,4,9,2,18,16,8,,,12,1,18,17,3,18,12,10,2,1,4,7,7,,,9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,s998,"('mnm1', 4)",4,12,bot,,,,tet,geed,boil,zidt,yoof,gold,men,crown,hot,drease,roob,crush,,,,nonword,nonword,word,nonword,nonword,word,word,word,word,nonword,nonword,word,,,,12,6,19,3,14,8,3,18,3,5,3,,,,,16,17,7,15,7,6,2,12,1,19,4,,,,,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,s998,"('mnm1', 4)",18,15,bot,,,,tash,fear,gone,foot,borm,warmth,tothe,jite,down,crane,mipp,sink,need,mad,match,nonword,word,word,word,nonword,word,nonword,nonword,word,word,nonword,word,word,word,word,2,13,16,6,2,7,2,7,16,1,14,20,14,20,,14,1,9,7,17,13,7,1,9,20,9,16,7,18,,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,s998,"('mnm1', 4)",20,2,top,,,,sab,sheck,,,,,,,,,,,,,,nonword,nonword,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,s998,"('mnm1', 4)",20,13,top,,,,cuv,noun,step,health,fooze,toad,ceck,line,link,song,foop,crawl,east,,,nonword,word,word,word,nonword,word,nonword,word,word,word,nonword,word,word,,,14,4,15,16,14,5,5,14,2,17,17,20,,,,5,11,11,17,1,1,3,7,13,1,4,5,,,,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,s998,"('mnm1', 4)",13,9,top,,,,group,toil,draw,us,hoz,huj,borne,name,throw,,,,,,,word,word,word,word,nonword,nonword,word,word,word,,,,,,,19,2,11,9,19,20,5,13,,,,,,,,10,16,10,5,2,12,19,3,,,,,,,,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,s998,"('mnm1', 4)",18,9,bot,,,,dake,stalk,dome,space,sisk,varse,twig,air,square,,,,,,,nonword,word,word,word,nonword,nonword,word,word,word,,,,,,,3,16,17,11,6,3,8,10,,,,,,,,13,14,11,20,10,11,13,18,,,,,,,,20.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
