,subj,block,targTheta,n_probes,probeTheta_loc,targOrNoTarg,acc,pm_acc,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word0_cond,word1_cond,word2_cond,word3_cond,word4_cond,word5_cond,word6_cond,word7_cond,word8_cond,word9_cond,word10_cond,word11_cond,word12_cond,word13_cond,word14_cond,topTheta1,topTheta2,topTheta3,topTheta4,topTheta5,topTheta6,topTheta7,topTheta8,topTheta9,topTheta10,topTheta11,topTheta12,topTheta13,topTheta14,topTheta15,botTheta1,botTheta2,botTheta3,botTheta4,botTheta5,botTheta6,botTheta7,botTheta8,botTheta9,botTheta10,botTheta11,botTheta12,botTheta13,botTheta14,botTheta15,topTheta0,botTheta0,respProbe0,rtProbe0,probe0_acc,respProbe1,rtProbe1,probe1_acc,respProbe2,rtProbe2,probe2_acc,respProbe3,rtProbe3,probe3_acc,respProbe4,rtProbe4,probe4_acc,respProbe5,rtProbe5,probe5_acc,respProbe6,rtProbe6,probe6_acc,respProbe7,rtProbe7,probe7_acc,respProbe8,rtProbe8,probe8_acc,respProbe9,rtProbe9,probe9_acc,respProbe10,rtProbe10,probe10_acc,respProbe11,rtProbe11,probe11_acc,respProbe12,rtProbe12,probe12_acc,respProbe13,rtProbe13,probe13_acc,respProbe14,rtProbe14,probe14_acc
161,s998,"('mnm1', 4)",14,10,bot,,,,foost,knebe,made,tight,tin,first,neeg,hand,geep,pile,,,,,,nonword,nonword,word,word,word,word,nonword,word,nonword,word,,,,,,4,5,18,13,9,4,4,6,20,,,,,,,10,15,11,10,19,8,17,4,14,,,,,,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,s998,"('mnm1', 4)",8,7,bot,,,,priest,thwepes,rhyth,kick,palt,yard,shoop,,,,,,,,,word,nonword,nonword,word,nonword,word,nonword,,,,,,,,,13,10,4,10,3,7,,,,,,,,,,17,19,20,11,2,8,,,,,,,,,,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,s998,"('mnm1', 4)",4,15,top,,,,pain,mafe,rame,woox,bill,vlet,plant,yose,cent,herns,scoon,kreesh,delp,scene,praise,word,nonword,nonword,nonword,word,nonword,word,nonword,word,nonword,nonword,nonword,nonword,word,word,15,11,5,7,10,16,7,10,15,17,14,20,19,4,,11,16,13,10,17,7,11,6,17,1,7,3,3,18,,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,s998,"('mnm1', 4)",3,13,top,,,,bag,whind,ash,sherve,dise,cleak,guy,scratch,slap,wrote,tune,gev,peace,,,word,nonword,word,nonword,nonword,nonword,word,word,word,word,word,nonword,word,,,5,17,8,10,7,18,16,15,2,12,7,3,,,,14,4,14,19,12,15,15,16,20,10,18,5,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,s998,"('mnm1', 4)",10,12,top,,,,shoff,yop,lack,friend,toz,tense,chart,lump,gox,psop,soul,land,,,,nonword,nonword,word,word,nonword,word,word,word,nonword,nonword,word,word,,,,4,5,5,12,11,19,7,1,7,20,10,,,,,5,19,7,6,3,6,6,5,16,3,15,,,,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,s998,"('maintain2', 5)",19,14,top,0.0,,,truke,two,sick,zore,pafe,drink,hoon,kade,teeth,gilms,hok,dwim,gherked,free,,nonword,word,word,nonword,nonword,word,nonword,nonword,word,nonword,nonword,nonword,nonword,word,,10,20,18,9,17,5,6,16,4,3,4,5,7,,,11,3,17,15,16,4,2,15,14,4,12,15,13,,,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,s998,"('maintain2', 5)",16,13,top,0.0,,,turn,wrike,pefs,nive,pair,creef,howns,gick,mirm,grip,three,clue,trabe,,,word,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,word,word,word,nonword,,,17,8,17,14,10,2,14,7,2,6,15,18,,,,5,13,10,18,5,6,10,4,14,10,18,10,,,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,s998,"('maintain2', 5)",18,14,top,1.0,,,game,stake,duv,brap,dusk,rise,criz,whek,straight,saf,bible,wube,trin,pludd,,word,word,nonword,nonword,word,word,nonword,nonword,word,nonword,word,nonword,nonword,nonword,,2,10,15,4,13,4,9,20,19,11,19,5,18,,,6,20,14,3,16,5,2,11,6,12,20,1,6,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,s998,"('maintain2', 5)",1,3,top,1.0,,,heek,science,branch,,,,,,,,,,,,,nonword,word,word,,,,,,,,,,,,,18,1,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,s998,"('maintain2', 5)",2,12,bot,0.0,,,paf,sweat,leez,oost,great,smuip,tent,graists,pook,loss,brabe,kleef,,,,nonword,word,nonword,nonword,word,nonword,word,nonword,nonword,word,nonword,nonword,,,,11,11,8,16,4,14,12,7,5,18,20,,,,,15,9,18,20,18,6,10,6,15,12,4,,,,,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,s998,"('maintain2', 5)",17,12,bot,0.0,,,breer,claim,blow,debt,tep,gract,tuv,cruel,scare,tack,curve,earn,,,,nonword,word,word,word,nonword,nonword,nonword,word,word,word,word,word,,,,11,19,6,8,13,18,18,7,4,3,5,,,,,18,2,10,18,20,10,4,13,1,4,19,,,,,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,s998,"('maintain2', 5)",8,7,top,1.0,,,dead,smoals,twalked,weeg,bowl,blonde,death,,,,,,,,,word,nonword,nonword,nonword,word,word,word,,,,,,,,,6,3,14,14,2,8,,,,,,,,,,2,6,15,11,5,7,,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,s998,"('maintain2', 5)",17,15,top,1.0,,,thin,snoff,mig,hec,trash,train,barl,miss,side,sheer,vrept,prap,height,ligs,grol,word,nonword,nonword,nonword,word,word,nonword,word,word,word,nonword,nonword,word,nonword,nonword,10,6,4,14,2,1,12,9,2,13,1,13,9,17,,19,2,8,3,14,3,6,12,9,1,15,10,5,20,,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,s998,"('maintain2', 5)",11,11,top,0.0,,,voj,pull,ate,flot,course,cup,suede,tid,build,vess,cule,,,,,nonword,word,word,nonword,word,word,word,nonword,word,nonword,nonword,,,,,2,7,20,4,19,19,1,12,17,17,,,,,,20,8,1,9,10,3,9,6,6,20,,,,,,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,s998,"('maintain2', 5)",10,8,bot,1.0,,,reel,rhoothed,might,trog,seeb,page,doin,blop,,,,,,,,word,nonword,word,nonword,nonword,word,nonword,nonword,,,,,,,,11,16,14,15,9,1,5,,,,,,,,,14,20,7,2,11,3,10,,,,,,,,,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,s998,"('maintain2', 5)",20,15,bot,1.0,,,mive,dive,taste,bleam,quiss,waste,her,light,plane,reen,tife,fair,zid,nash,frime,nonword,word,word,nonword,nonword,word,word,word,word,nonword,nonword,word,nonword,nonword,nonword,17,7,13,15,3,13,11,19,11,7,10,8,7,4,,16,3,6,7,14,18,12,11,9,11,9,14,18,20,,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,s998,"('maintain2', 5)",12,13,top,1.0,,,raw,moop,yipes,skeel,green,thuf,cast,hold,bare,glipe,nast,fut,reh,,,word,nonword,nonword,nonword,word,nonword,word,word,word,nonword,nonword,nonword,nonword,,,15,15,3,8,10,9,4,11,15,4,7,12,,,,1,10,13,10,8,20,10,19,13,7,4,1,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,s998,"('maintain2', 5)",7,9,top,1.0,,,tax,tarsh,touch,nith,melt,crongs,sope,aim,wish,,,,,,,word,nonword,word,nonword,word,nonword,nonword,word,word,,,,,,,17,11,1,12,8,5,13,7,,,,,,,,19,5,8,8,19,12,18,6,,,,,,,,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,s998,"('maintain2', 5)",9,9,bot,1.0,,,clash,break,scale,gharls,limt,gift,glape,club,back,,,,,,,word,word,word,nonword,nonword,word,nonword,word,word,,,,,,,13,18,17,1,2,7,7,14,,,,,,,,15,17,19,2,14,11,3,9,,,,,,,,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,s998,"('maintain2', 5)",8,10,top,0.0,,,guide,post,shourge,verse,grite,ipe,nof,frot,snan,ceb,,,,,,word,word,nonword,word,nonword,nonword,nonword,nonword,nonword,nonword,,,,,,11,18,13,5,14,2,15,5,13,,,,,,,17,15,20,9,12,11,2,18,7,,,,,,,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,s998,"('maintain2', 5)",10,11,bot,1.0,,,troke,noot,sotched,reg,wise,dibe,thark,job,cold,vife,guard,,,,,nonword,nonword,nonword,nonword,word,nonword,nonword,word,word,nonword,word,,,,,7,16,20,13,19,13,7,7,20,16,,,,,,13,1,3,20,5,9,17,20,16,10,,,,,,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,s998,"('maintain2', 5)",6,8,bot,0.0,,,sude,snirsts,teesk,breb,war,zem,crik,both,,,,,,,,nonword,nonword,nonword,nonword,word,nonword,nonword,word,,,,,,,,1,5,16,20,1,20,5,,,,,,,,,8,10,5,15,16,11,19,,,,,,,,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,s998,"('maintain2', 5)",10,5,bot,0.0,,,brud,strength,teek,zipe,freel,,,,,,,,,,,nonword,word,nonword,nonword,nonword,,,,,,,,,,,19,5,17,2,,,,,,,,,,,,6,11,12,12,,,,,,,,,,,,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,s998,"('maintain2', 5)",10,1,top,0.0,,,det,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,s998,"('maintain2', 5)",8,10,bot,0.0,,,ploge,snub,hint,wrimp,end,strain,holf,yat,best,tuh,,,,,,nonword,word,word,nonword,word,word,nonword,nonword,word,nonword,,,,,,3,5,11,6,3,10,3,18,12,,,,,,,17,17,13,3,1,6,13,5,3,,,,,,,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,s998,"('monitor2', 6)",20,10,bot,,,,toog,drote,stole,hep,eat,round,uncle,salt,wash,team,,,,,,nonword,nonword,word,nonword,word,word,word,word,word,word,,,,,,10,16,3,8,7,2,1,2,20,,,,,,,4,19,11,10,11,14,15,5,20,,,,,,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,s998,"('monitor2', 6)",18,14,top,,,,bet,broad,voice,hard,sketch,phuf,bore,birth,torf,night,woop,chief,scrinch,jate,,word,word,word,word,word,nonword,word,word,nonword,word,nonword,word,nonword,nonword,,3,13,20,20,6,17,9,16,2,2,14,2,18,,,13,4,5,7,12,14,13,12,16,15,12,7,18,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,s998,"('monitor2', 6)",9,12,bot,,,,coarse,last,yeer,ramp,skill,courn,felt,kripe,thunds,chop,ribe,arm,,,,word,word,nonword,word,word,nonword,word,nonword,nonword,word,nonword,word,,,,7,12,15,17,7,3,15,14,10,14,9,,,,,5,16,13,19,10,16,19,11,12,13,9,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,s998,"('monitor2', 6)",1,4,bot,,,,vrade,frug,net,brel,,,,,,,,,,,,nonword,nonword,word,nonword,,,,,,,,,,,,2,13,1,,,,,,,,,,,,,20,7,1,,,,,,,,,,,,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,s998,"('monitor2', 6)",16,13,top,,,,brick,vide,cube,sigh,pool,jail,born,troz,mass,lifs,snow,brain,sock,,,word,nonword,word,word,word,word,word,nonword,word,nonword,word,word,word,,,6,20,18,4,18,7,17,13,15,4,13,16,,,,11,5,6,10,19,10,9,7,11,6,12,16,,,,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,s998,"('monitor2', 6)",7,10,bot,,,,kel,nal,sack,kest,shrerns,shaze,buv,wieked,gwumbs,psade,,,,,,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,nonword,nonword,,,,,,3,18,3,9,2,16,1,5,7,,,,,,,2,13,13,17,16,9,9,19,7,,,,,,,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,s998,"('monitor2', 6)",9,13,top,,,,plem,poor,weight,crirrs,bef,teach,ched,nert,hort,pror,som,zonn,none,,,nonword,word,word,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,nonword,word,,,19,20,6,5,13,13,13,16,6,6,13,9,,,,14,4,17,1,20,10,15,7,11,8,8,9,,,,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,s998,"('monitor2', 6)",20,15,top,,,,rost,paunt,bax,meb,bloff,spring,yeme,stay,phine,stragued,plap,find,chain,mort,block,nonword,nonword,nonword,nonword,nonword,word,nonword,word,nonword,nonword,nonword,word,word,nonword,word,6,8,1,19,9,17,17,14,10,8,19,18,13,20,,8,5,4,9,16,13,2,19,5,19,5,4,11,20,,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,s998,"('monitor2', 6)",14,11,bot,,,,proge,battle,bropp,pound,dweach,trib,boge,hink,route,term,droff,,,,,nonword,word,nonword,word,nonword,nonword,nonword,nonword,word,word,nonword,,,,,13,16,5,18,2,17,6,3,15,14,,,,,,18,11,17,6,20,7,5,1,3,14,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,s998,"('monitor2', 6)",2,2,bot,,,,pipe,shrais,,,,,,,,,,,,,,word,nonword,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,s998,"('monitor2', 6)",20,8,top,,,,frank,lizing,vute,eight,rice,weemp,cook,view,,,,,,,,word,nonword,nonword,word,word,nonword,word,word,,,,,,,,16,13,19,17,18,5,20,,,,,,,,,9,12,3,6,4,2,20,,,,,,,,,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,s998,"('monitor2', 6)",19,8,top,,,,ath,thwaned,length,grush,pot,fom,sit,rax,,,,,,,,nonword,nonword,word,nonword,word,nonword,word,nonword,,,,,,,,14,6,10,16,7,17,19,,,,,,,,,15,11,8,4,15,7,19,,,,,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,s998,"('monitor2', 6)",10,11,bot,,,,preiled,bime,spoke,playing,way,teered,watch,voke,gwab,high,date,,,,,nonword,nonword,word,word,word,nonword,word,nonword,nonword,word,word,,,,,1,16,20,18,19,2,13,9,2,10,,,,,,9,6,9,16,17,18,3,11,4,10,,,,,,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,s998,"('monitor2', 6)",4,14,bot,,,,lock,zish,yate,mole,soan,cate,love,treem,note,plist,rich,wame,small,poc,,word,nonword,nonword,word,nonword,nonword,word,nonword,word,nonword,word,nonword,word,nonword,,16,17,20,14,6,7,18,17,3,5,7,7,4,,,20,13,5,5,15,2,7,3,16,1,12,18,4,,,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,s998,"('monitor2', 6)",19,9,top,,,,road,clear,mims,gove,jemp,sef,kufe,roof,perd,,,,,,,word,word,nonword,nonword,nonword,nonword,nonword,word,nonword,,,,,,,14,18,11,13,17,3,18,19,,,,,,,,11,3,12,9,16,12,1,19,,,,,,,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,s998,"('monitor2', 6)",15,6,bot,,,,shame,mone,tesh,fill,bite,viff,,,,,,,,,,word,nonword,nonword,word,word,nonword,,,,,,,,,,17,5,12,12,15,,,,,,,,,,,5,3,8,7,15,,,,,,,,,,,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,s998,"('monitor2', 6)",4,12,top,,,,naff,year,wide,stump,file,nod,thig,teth,panks,wear,help,brave,,,,nonword,word,word,word,word,word,nonword,nonword,nonword,word,word,word,,,,13,18,12,9,8,5,5,20,1,1,4,,,,,11,3,20,12,19,2,3,1,13,17,4,,,,,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,s998,"('monitor2', 6)",14,3,bot,,,,king,wobe,shape,,,,,,,,,,,,,word,nonword,word,,,,,,,,,,,,,3,14,,,,,,,,,,,,,,13,14,,,,,,,,,,,,,,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,s998,"('monitor2', 6)",2,9,top,,,,leep,twalc,plan,style,wiv,muvh,trace,warn,wourn,,,,,,,nonword,nonword,word,word,nonword,nonword,word,word,nonword,,,,,,,8,10,12,18,7,11,7,2,,,,,,,,19,19,19,13,15,12,10,2,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,s998,"('monitor2', 6)",19,15,bot,,,,div,glibe,loosh,gang,yiz,weck,tig,haf,test,size,boomn,drott,hate,yid,meet,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,word,word,nonword,nonword,word,nonword,word,20,18,7,3,6,20,8,2,6,5,3,4,8,19,,10,11,14,18,17,18,20,20,17,9,15,7,4,19,,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,s998,"('mnm2', 7)",14,14,bot,,,,treez,gid,plel,rest,wild,stand,knee,sign,yit,truth,teld,theme,sose,thate,,nonword,nonword,nonword,word,word,word,word,word,nonword,word,nonword,word,nonword,nonword,,16,10,7,20,10,8,12,18,13,11,13,16,6,,,19,7,20,11,15,1,6,17,17,4,2,4,14,,,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,s998,"('mnm2', 7)",5,13,top,,,,joom,pit,case,pen,pause,care,court,face,tear,ground,speet,teg,vom,,,nonword,word,word,word,word,word,word,word,word,word,nonword,nonword,nonword,,,2,1,7,14,20,17,1,19,20,13,16,5,,,,16,15,18,4,12,6,17,11,13,14,8,18,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,s998,"('mnm2', 7)",10,11,bot,,,,flipe,verb,long,jeesh,mobe,lup,lens,him,wask,krone,sole,,,,,nonword,word,word,nonword,nonword,nonword,word,word,nonword,nonword,word,,,,,19,16,7,7,20,6,6,8,5,8,,,,,,9,4,6,18,6,3,1,12,9,10,,,,,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,s998,"('mnm2', 7)",11,11,top,,,,mine,nime,still,neef,role,chup,cels,jaw,quick,tain,learn,,,,,word,nonword,word,nonword,word,nonword,nonword,word,word,nonword,word,,,,,20,1,6,15,17,20,5,2,13,11,,,,,,8,17,1,16,10,5,17,14,2,16,,,,,,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,s998,"('mnm2', 7)",7,13,bot,,,,kid,seemb,paid,thap,soup,kept,slide,gnez,grak,used,world,phrase,blears,,,word,nonword,word,nonword,word,word,word,nonword,nonword,word,word,word,nonword,,,19,10,19,8,18,18,3,11,13,18,6,18,,,,2,9,14,3,15,4,13,5,15,20,9,7,,,,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,s998,"('mnm2', 7)",3,12,bot,,,,ale,greep,waist,jophe,choop,plot,snop,front,most,brobe,hill,right,,,,word,nonword,word,nonword,nonword,word,nonword,word,word,nonword,word,word,,,,7,9,6,16,11,4,18,6,16,8,15,,,,,1,10,8,4,20,12,20,15,11,16,3,,,,,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,s998,"('mnm2', 7)",2,8,top,,,,judge,rik,peem,sound,bomf,scream,wode,quart,,,,,,,,word,nonword,nonword,word,nonword,word,nonword,word,,,,,,,,15,6,5,9,6,9,2,,,,,,,,,7,10,17,13,11,4,6,,,,,,,,,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,s998,"('mnm2', 7)",4,14,bot,,,,plate,mang,trav,plife,lub,chair,snail,zobs,close,short,glad,brire,mants,tool,,word,nonword,nonword,nonword,nonword,word,word,nonword,word,word,word,nonword,nonword,word,,16,18,14,5,16,20,2,17,12,10,6,14,13,,,8,17,13,6,5,12,18,15,10,9,18,2,4,,,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,s998,"('mnm2', 7)",6,1,bot,,,,west,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,s998,"('mnm2', 7)",18,5,top,,,,knunds,vice,suned,flood,chage,,,,,,,,,,,nonword,word,nonword,word,nonword,,,,,,,,,,,15,15,5,18,,,,,,,,,,,,19,14,6,16,,,,,,,,,,,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,s998,"('mnm2', 7)",15,10,top,,,,sleeve,frutt,jole,nim,vike,rint,riz,soft,dif,hene,,,,,,word,nonword,nonword,nonword,nonword,nonword,nonword,word,nonword,nonword,,,,,,16,20,8,11,5,1,1,8,15,,,,,,,6,10,4,13,16,20,12,18,8,,,,,,,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,s998,"('mnm2', 7)",1,15,bot,,,,shoot,string,tipe,slow,trene,pist,skeeks,booth,hibe,lose,lone,kajs,crime,proof,llap,word,word,nonword,word,nonword,nonword,nonword,word,nonword,word,word,nonword,word,word,nonword,20,19,4,4,10,13,3,2,15,15,14,17,19,19,,10,7,19,20,4,18,16,11,13,7,19,8,8,1,,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,s998,"('mnm2', 7)",3,9,top,,,,clane,boar,race,hime,trame,laugh,foin,fode,law,,,,,,,nonword,word,word,nonword,nonword,word,nonword,nonword,word,,,,,,,19,11,17,1,5,16,2,3,,,,,,,,2,2,1,12,12,14,8,8,,,,,,,,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,s998,"('mnm2', 7)",19,9,top,,,,droom,smack,snombs,cross,bup,oil,meef,late,tafe,,,,,,,nonword,word,nonword,word,nonword,word,nonword,word,nonword,,,,,,,18,3,12,7,3,13,3,19,,,,,,,,4,4,16,16,20,4,7,4,,,,,,,,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,s998,"('mnm2', 7)",11,1,bot,,,,clean,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,s998,"('mnm2', 7)",6,8,bot,,,,joch,thick,base,look,cut,rige,drop,tere,,,,,,,,nonword,word,word,word,word,nonword,word,nonword,,,,,,,,13,13,19,16,12,11,4,,,,,,,,,7,10,9,17,3,13,6,,,,,,,,,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,s998,"('mnm2', 7)",5,12,top,,,,brunds,white,hall,fid,form,simple,grap,screeks,take,pin,sleep,may,,,,nonword,word,word,nonword,word,word,nonword,nonword,word,word,word,word,,,,14,15,1,14,18,17,10,1,4,1,5,,,,,12,12,11,10,7,14,11,7,17,13,10,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,s998,"('mnm2', 7)",18,10,bot,,,,mrul,vote,jipe,hal,cure,deev,make,mile,fat,bleeced,,,,,,nonword,word,nonword,nonword,word,nonword,word,word,word,nonword,,,,,,2,16,1,10,2,3,1,6,11,,,,,,,5,20,7,8,17,7,9,9,18,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,s998,"('mnm2', 7)",3,1,bot,,,,core,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,s998,"('mnm2', 7)",3,15,bot,,,,cell,screece,vabe,shime,beel,gate,trial,seat,teez,patch,frive,zath,ship,cue,hog,word,nonword,nonword,nonword,nonword,word,word,word,nonword,word,nonword,nonword,word,word,word,16,16,9,2,5,20,2,16,1,19,1,2,15,7,,17,15,6,4,9,10,17,14,11,17,4,18,12,3,,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,s998,"('base2', 8)",9,1,bot,,,,shop,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,s998,"('base2', 8)",19,1,bot,,,,sork,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
