"","mon_mnm1","mon_mnm2","mon_mnm3","mon_mnm4"
"272",-7.59630121389374,-9.5260806304963,-11.5230697353581,-9.98555789761931
"273",-39.2862729352317,-40.4293655430257,-16.5580306249943,-16.3490918409263
"274",-11.9772318257795,-11.9266888569187,-7.33541467104888,-8.29114932479454
"275",-19.3221432916766,-20.0439727026231,-20.7257351541608,-11.6514482427557
"276",-13.5405937140278,-14.5415397571042,-16.5027699807031,-11.223491586789
"277",-12.8233491886222,-14.1378122286349,-12.9592575593561,-14.1987925941606
"278",-23.4293518480831,-17.2651034122561,-12.2120795716614,-14.2044745810833
"279",-14.6027630661324,-14.9191681446679,-16.4841291680624,-7.80701962298679
"280",-38.0559112808948,-25.9833465718006,-24.6121168764516,-25.084577195649
"281",-7.58639833256937,-8.88436714476642,-9.98444953296469,-5.15751134796841
"282",-3.52006633408589,-1.84699364041875,-3.54204670421016,-3.18927577467816
"283",-10.0721472587614,-10.4006931487577,-10.9691656312336,-1.61104602946404
"284",-10.9288916711772,-12.4549644609299,-10.9361933156379,-11.5927575717433
"285",-36.0733987482738,-34.3260897309424,-35.3119052988541,-36.8516784812264
"286",-16.1574422794897,-16.443895852566,-17.620752205774,-17.9246160670458
"287",-3.6251804823677,-5.42999977318924,-2.87109771910908,-3.91231024596835
"288",-23.4958577063715,-25.3135415660276,-24.7307001796455,-25.1364752664113
"289",-3.24030998856236,-5.23973007639279,-3.88083837145133,-1.12905764891487
"290",-13.7391286381131,-13.9076237635915,-11.0197122617259,-11.3565594914551
"291",-22.3816435213349,-24.2999846660891,-21.6445939783706,-22.9922970472221
"292",-8.70494274676191,-5.7191044960786,-6.42078940910279,-8.20199825339674
"293",-26.5813620805776,-27.6123910786389,-25.4321824306051,-23.7188598050776
"294",-36.2632759200641,-36.324720198624,-23.0015588525629,-22.8958524167318
"295",-24.342300432315,-25.1781279784616,-26.6757407962243,-27.9548889448329
"296",-3.39081634376497,-3.99964518537331,-4.63836312302395,-5.75096907782992
"297",-16.0991814749939,-18.0946510351954,-9.8223424497535,-8.59657081234185
"298",-5.11776277301281,-6.28525565078314,-4.67001789378827,-5.22201416211481
"299",-24.6591844706069,-18.6572138005597,-17.5887360416813,-15.7049595756461
"300",-12.8338928199984,-14.6645309155482,-14.9673791424227,-15.0757655734874
"301",-10.1828793122386,-10.8900976602624,-11.2977590025731,-11.1684251142272
"302",-20.2690811191407,-21.8798455525024,-19.2347544015353,-18.2172068392675
"303",-11.3365940155567,-11.7486723257232,-11.298241834618,-12.5857176381379
"304",-25.3166756822671,-24.0769204391923,-18.6591259917717,-20.2845322672523
"305",-14.1100461557602,-11.6228810144434,-13.6200108656776,-15.2286237328365
"306",-7.71757093122964,-3.73557949775531,-5.735554983922,-5.96620309847783
"307",-25.9981524852936,-27.2959047249848,-13.7267464873997,-15.4313734617321
"308",-6.86025486449995,-8.71861190042527,-10.3045284276228,-10.8029442700668
"309",-15.7896394324141,-17.2422182145084,-16.992373629554,-18.4767496907158
"310",-9.9916332042466,-10.266068607498,-10.0357766905625,-11.659839486866
"311",-15.8229829371525,-16.6027780487911,-14.1609710773238,-15.4698671884091
"312",-8.47473115372886,-8.69685878020217,-9.56054824807486,-9.87146374453967
"313",-20.101531135597,-20.8160127257305,-22.5868602593835,-22.8447083334939
"314",-2.56534434074443,-3.13897269386393,-4.3434824548864,-5.3153644130093
"315",-50.6692422100714,-52.5081538462797,-49.1472752011498,-44.4723853006427
"316",-8.65568788075733,-9.71482254286147,-1.0659362507825,-2.82295095052297
"317",-0.745731530342329,-1.86848309862983,3.3034556244676,1.3329755259028
"318",-23.2546955187771,-21.4011047362888,-11.1064470100415,-11.9592310554292
"319",-42.0197467665241,-43.5595408111817,-45.5269668420154,-45.584516297618
"320",-1.03692190148744,0.8852930401029,1.54710088866323,2.52202024762557
"321",-10.0903408942542,-11.466901762384,-12.4580210111169,-12.1433175558711
"322",-7.31679321314994,-5.74153001525346,-7.49717859827225,-9.42762719164818
"323",-8.85178838882944,-9.84789455217748,-3.17350629161295,-3.75409528897164
"324",1.64089760633844,0.0485979994830448,-0.665613578923606,0.714831161155039
"325",6.74044022742866,5.46576225607055,4.65917281553999,3.51347719174908
"326",-10.0659513477102,-11.9161824006771,-11.7472265853056,-11.8908906674707
"327",-17.4298110232163,-16.6793317797744,-18.6762259842449,-19.7848113844565
"328",-24.9236420276345,-26.8749668415923,-25.985429443939,-19.703970083208
"329",-11.3415076800873,-10.7840855492424,-10.0907208985766,-2.591750212222
"330",-24.1060435561392,-25.7801227331542,-25.3360700824826,-19.6066147982601
"331",-7.47127329236085,-9.42218503344806,-8.24796700906049,-5.18356087471157
"332",-7.86243319978949,-9.05313191823928,-2.47202475453743,-3.91609975857194
"333",-31.266599585627,-33.1971967681423,-20.8748695149251,-21.3344902153003
"334",-12.6807214951035,-14.03303023032,-10.2144361383661,-11.9538518394376
"335",-1.55147745221261,-3.54141147495592,-5.49710077886849,-5.56709601300519
"336",-13.2830718840857,-13.2107566030552,-11.2441428682729,-13.179942329413
"337",-17.4209308118812,-19.3349557055894,-15.5476975934523,-12.7436507090907
"338",-16.6885065165509,-16.8788256498693,-18.6145863816509,-11.4893009237178
"339",-25.8307850625113,-27.8016766041318,-29.0886143973248,-24.9050302832629
"340",-23.253126818529,-24.5644349194151,-14.9955138804999,-15.7985313165273
"341",-9.75557244136543,-11.7145877029046,-13.7068010921475,-10.8455533262742
"342",-19.2754422226496,-21.239825715606,-22.9552717943443,-14.1703944651249
"343",-8.31962823220137,-9.98259752213148,-10.3086025900318,-10.6969875619615
"344",-16.5903039339183,-18.4406249024922,-18.9455743785282,-12.3817758446098
"345",-15.8506192972757,-17.7248679457348,-13.5603229637023,-6.60123150162384
"346",-18.8483253765612,-20.7025054029253,-19.2910394106282,-17.1986527112623
"347",-17.9887034870162,-19.8832210846757,-18.8466002667816,-20.5679696574677
"348",-7.11083542225271,-3.82755838339394,-2.70294632945961,-4.17651866909718
"349",-3.02538964948127,-3.93263626954528,-5.66510592389165,-7.66212722407065
"350",-12.7852178106348,-13.7910100727192,-15.5666575194296,-15.0674743702235
"351",-5.61894391545922,-6.10341626557123,-7.87049157505062,-8.83586212311446
"352",-22.6184422203865,-23.7580246493638,-14.8410121002901,-13.9608574205599
"353",-14.1805570801663,-15.7381108586161,-16.9822356198228,-18.1635278580466
"354",-20.8252415423367,-22.7639695125408,-14.7093381853008,-15.2244624369445
"355",-5.01144074983972,-6.0509425165296,-7.95854626865505,-9.58470857271411
"356",-6.50270132441757,-8.45617247938736,-7.86714789222979,-7.91202218205351
"357",-31.9264082722201,-30.0143316525708,-31.7390240526522,-33.6332246352734
"358",-5.31515945811937,-7.15603083565573,-2.9184484318357,-3.35092829514016
"359",-7.95275372938394,-9.94291024219458,-7.80370438520152,-5.35197914745031
