"","cost_mnm_interact","cost_mnm_noInteract","main_mnm","mon_mnm","one_mnm"
"154",-23.6252224968132,-23.2762496526491,-18.7799195916369,-20.3086196719904,-19.982474022271
"155",-10.3813849594013,-11.0316044916836,-8.88859971790176,-4.7322766726865,-6.19058392109387
"156",-38.6313444077515,-35.8099599809355,-25.9353796791499,-24.1839289366136,-24.0828953042238
"157",-4.48964184253875,-6.26759913039626,-2.94056576453798,-7.8504268106402,-4.81907367561841
"158",-1.85951645654962,-3.50838871662592,-5.20509288743989,-5.50682942798657,-7.0085409384622
"159",-14.7911367981671,-12.3367465703456,-14.122283950995,-13.3466648449744,-15.2585975375547
"160",-16.3614933504953,-16.4566378026855,-10.7027287684749,-18.3786474229506,-11.2544517967489
"161",-16.6113684072234,-18.1730113799807,-14.1789534548122,-19.9636595438595,-14.4658839061463
"162",-15.2490236876567,-14.6549804064793,-14.0980131583682,-15.4702823032484,-15.7293856459079
"163",-9.38805893795686,-9.14660702595371,-9.72671974064255,-9.69835974693435,-11.1895377583719
"164",-8.772695713822,-10.7408367585841,-8.44117153811112,-11.5421875723347,-10.4369899519655
"165",-18.1104982907634,-18.3242420305579,-20.271462392684,-12.5760688958899,-13.6553538304981
"166",-9.78427944521685,-10.7149471221867,-7.42556642556759,-10.0182936110189,-9.33525230218824
"167",-17.4931440430773,-17.9379060764459,-19.7223347726831,-19.9328144712843,-21.0370910545468
"168",-28.578166679909,-30.3478913978479,-28.8589461951284,-11.2411119293519,-12.2352848338129
"169",-11.1667781354909,-10.672004684825,-6.35574151670227,-5.50193717391726,-5.94296968707808
"170",-19.6110974246005,-19.8341740012954,-13.5769246093666,-10.0280748439293,-10.2928461466277
"171",-12.0777789227068,-13.4700350249868,-15.4226373641426,-15.3173829491141,-16.9184198273092
"172",-16.7255848122866,-18.6607138275453,-12.5580350452556,-17.5072313013954,-13.5761344840665
"173",-20.7333080980017,-22.5961366277484,-24.2969210865819,-24.0130296060424,-23.2536340217156
"174",-4.47425538317837,-5.19861608560055,-6.90965993867454,-6.6610443889429,-8.65608558051654
"175",-37.6368893678465,-39.588641798851,-35.5858075462148,-41.0217392656392,-37.1702394014734
"176",-0.202804070160994,0.315848926821815,-1.06537959492267,0.0294669661866704,-1.94076473238571
"177",1.67756423087589,-0.247690428121059,-0.449778643612888,-2.20781549619121,-0.938894974316208
"178",-12.3288324906732,-11.1519282597996,-10.3674793461013,-12.6133493854767,-12.3305607573235
"179",-4.08595706670918,-4.68460996577528,0.182975394298198,0.568741716281806,0.882043899877404
"180",-7.81518218731114,-8.5350691754746,-8.44643199269267,-7.02702783724743,-8.90214463344369
"181",-13.1207322410943,-15.1148315074082,-15.0365153270984,-17.0244151008622,-14.9400011188668
"182",-13.2008219332033,-14.0995281839132,-11.2218667728004,-15.758200588179,-12.2229074752283
"183",-1.86442261764439,-3.65904910418263,1.71458655395437,-4.72189644044743,-0.225023357727372
"184",-18.2690981288088,-20.0501421962529,-16.2166615111605,-18.8934775993738,-18.0144903312027
"185",-9.11084585551249,-6.55156810906299,-4.48237095952829,-2.70756513315148,-3.13036905492709
"186",-15.1418272735498,-16.1632196713732,-6.85878727017573,-11.7523742464839,-8.34740715911911
"187",-11.3192671236759,-11.7696587422196,-10.3300585681118,-11.0851444562684,-11.5554526586253
"188",-18.6975246919474,-20.1283344677356,-17.2246501487568,-18.783879065841,-18.694448517836
"189",-8.63441728781009,-10.1170221670067,-6.60823089759298,-8.95310807676483,-8.29466317880891
"190",-17.3586205007562,-19.3296425243692,-16.7602665264435,-19.9037044396613,-18.7578977821514
"191",-22.3612210314491,-24.0607485548145,-21.870885569833,-23.0631855594075,-22.6228214410428
"192",-26.2698262659185,-20.2755892064054,-18.9056628183817,-21.7551612353285,-20.8629281132318
"193",-19.7623002862682,-18.7874236825952,-15.5526715432644,-15.0629300031569,-15.4313734617321
"194",-21.7423719124506,-23.5176220408465,-14.3411398682889,-16.4116520199906,-10.6977327793924
"195",-17.3379158433334,-18.1096556594412,-13.0464858594806,-15.3276107376187,-14.7445957919724
"196",-18.9693242854496,-18.9091250280114,-14.5266746373767,-12.1315989304832,-13.0771457471154
"197",-16.5538459128421,-16.950710749587,-15.9810135908662,-12.9404474438514,-13.1087480225021
"198",-9.77926160980491,-11.5746978981745,-10.1518919234124,-12.6089183844437,-12.1518100849239
"199",-13.4289342636463,-15.4175815137185,-11.9908119500705,-11.0642645164187,-10.8126582277755
"200",-12.4880515856007,-13.3126082049941,-7.93413778030691,-8.67977974309688,-6.59448841327417
"201",-29.2342260618679,-30.4829859179291,-27.3687676462615,-32.057272827888,-26.014866058051
"202",-9.32979036824224,-9.12903543692584,-1.01345062201401,1.47852409710132,1.20997849466935
"203",-9.01414104889879,-9.39070714332399,-7.11279215103896,-5.97551881331664,-7.59919976128295
"204",-10.46323599118,-11.2393637240805,-8.62513600581035,-6.64855912994189,-7.54878921133051
"205",-12.6951740795906,-12.0755223480756,-12.5232221167907,-8.05503440263381,-9.94090634843399
"206",-22.9798438284419,-24.348206287272,-22.9626998985259,-25.3612762736685,-24.83132713039
"207",-14.5608385137885,-16.1345014169249,-8.26167064298417,-15.8702795102747,-10.1462661566821
"208",-17.9055590424537,-19.8793619554873,-16.7065798683673,-20.9531550574592,-18.706224530643
"209",0.449856198359148,0.482715678886294,0.905349036579859,1.50038769451128,0.0539851624616885
"210",-14.1737688642874,-14.1219614483682,-10.7808963079336,-13.8830490801467,-11.9669168741789
"211",-11.8884421651048,-12.8861058295692,-10.9743082044631,-3.31081605128765,-4.86882116243805
"212",-24.5753171494452,-18.9192661408242,-16.4594970284602,-20.6336025203162,-18.4569342246007
"213",-8.99720224233172,-10.5730134584078,-9.047714602489,-11.1468194389775,-11.0434800916979
"214",-21.2399002118772,-21.9989759616745,-19.7133587142946,-20.6577141753492,-20.9930019369897
"215",-15.1832901335591,-16.7009613671396,-17.3375731505724,-18.2766592800664,-19.2598740901561
"216",-19.7475033379515,-21.3482535049427,-13.244529304552,-18.6731131397473,-14.3989477812187
"217",-3.99576412725075,-4.70009086419964,-4.06806462794109,-3.88135912504796,-5.15751134796842
"218",-14.444423014999,-16.0719718074863,-11.728778492883,-11.477723809832,-11.3951997848103
"219",-25.0275718685197,-25.9467257485363,-18.9337828216256,-23.4247604124881,-20.8887187833117
"220",-5.88265721531852,-7.84235336367042,-0.344107904435596,-3.22874687617675,-2.06313398907562
"221",-18.701307234854,-19.2156068508736,-10.802913297239,-18.9171008899393,-12.7859736980149
"222",-18.8436096678817,-20.4292678762923,-17.3204657561529,-20.2158745392171,-19.2929460166636
"223",-12.709341040793,-14.4498560849516,-15.904693865797,-14.6694762849222,-16.6418122677777
"224",-9.19818764559764,-10.5382204289093,-10.0667834310946,-7.63169364772994,-8.90642460630629
"225",-5.63743915899562,-7.38304553192819,-0.820383106246106,-7.3976410328734,-2.7455344731534
"226",5.78223270587165,6.95011387855093,5.80000640326111,4.95014224958189,4.04953518484279
"227",-13.6168004899224,-14.9180461022948,-12.7832541417968,-15.280130162531,-14.7783335386052
"228",-20.989959714968,-22.9559162830445,-24.2591795373141,-24.3271049422837,-24.0199350793828
"229",-21.0573740091853,-21.097048557659,-21.557277226829,-23.0926099280288,-23.1020776254799
"230",-3.79710722070783,-5.78254632362286,-5.75941581655649,-7.37281333150757,-7.74040258849491
"231",-6.66327589089314,-5.91902021454927,-6.54834950840152,-6.80261822245373,-8.12213765097798
"232",-1.74908820730952,-3.17880607065768,-3.04496368485668,-4.47867433495347,-5.02816037308101
"233",-10.713296120245,-12.6625215055536,-6.23186578209337,-12.2706760626759,-8.23075812420706
"234",-24.9208900728852,-24.6791662557816,-20.7682513533127,-25.112530630365,-22.5889445526783
"235",-24.1316552181381,-25.49989372443,-26.7662968343651,-27.4802684055569,-28.6290523411119
"236",-16.1039193245899,-14.728587035423,-13.4217257303434,-9.82197117227834,-10.9728965791553
"237",-17.4444575141365,-19.438098155794,-19.7108483493905,-21.2455430866417,-20.9738475334645
"238",0.581748864482936,-1.0501259949368,0.17521060932617,-1.99062699102947,-1.81455900991369
"239",-16.9700522053092,-17.4579486577229,-15.1991444820572,-18.7425583197515,-15.930399562072
"240",-24.7769121316646,-25.1155756883303,-25.3920942780336,-26.5254803276299,-24.0013751112566
"241",-20.2030147404809,-22.1957792574466,-12.7128148089553,-17.828963193272,-12.491404696728
"242",-17.9965597128294,-19.2818778249331,-17.7505393524045,-20.5480702313913,-19.3380034924627
"243",-6.68995479532662,-6.93958482959353,-2.91636071708956,1.05967147723918,1.05641085100629
"244",-4.76014787762184,-6.39047848074031,-4.93607750114721,-7.34916760880986,-6.88137320645576
"245",-15.8096323550513,-16.0432706099517,-10.0259573821541,-4.03346491640311,-4.85201655906573
"246",-21.7626880652939,-21.3987380648533,-14.9114102805169,-18.5429576555328,-16.9097475341956
"247",-10.8047737883794,-8.73620267276971,-8.33369707969798,-5.53493163179254,-6.29219156431887
"248",-17.9886534355811,-19.9067803803527,-12.4799777579944,-13.892392985809,-13.3600612531627
"249",-9.65310663917093,-11.2924465511983,-1.55171645914785,-4.30419505049053,-2.31990715411957
"250",-13.5910226596017,-12.0408803417469,-12.0546642208561,-11.3842393198732,-13.0266327178372
"251",-8.17162550059331,-8.02905401735226,-4.10346719559141,2.31018593309008,0.587133364918885
"252",-20.7813724404016,-20.0767630794343,-18.1069747431862,-22.056021437013,-19.7680725151183
"253",-13.3056029153449,-14.2739522126885,-13.1498776229208,-10.2387770107778,-10.7394865883075
"254",-11.3428786189013,-12.3535767932936,-13.4606753346688,-14.2672613075449,-15.00782715112
"255",-13.0658167582796,-13.0372516928709,-14.1162661438934,-15.0012358090575,-16.0075190258951
"256",-25.8087795274975,-27.6240811323575,-28.833009799224,-27.4608290372424,-24.7021402367824
"257",-8.46104176590962,-6.27803477458838,1.5029094135319,4.68387885895181,4.2699783723429
"258",-11.4181829056903,-7.03539858142455,-6.28732417680338,-8.02630483655954,-8.01031431696581
"259",-13.730797491031,-14.5266057194477,-12.4766241415345,-12.1815403245759,-13.4906853437593
"260",-7.98762100098164,-8.91698336283378,-9.90681502959764,-7.64550463108695,-9.5549834535991
"261",-14.4450172482351,-13.7251351447735,-12.4923211643137,-6.91011089140494,-7.24214034425083
"262",-9.21002888559167,-10.0463943245571,-10.9283339358207,-0.657279752819154,-2.6572371235403
"263",-5.67364374686735,-4.41889870740573,-5.51868501543805,-5.48091410532209,-7.18122162754509
"264",-16.4031934624115,-16.5837680247334,-16.8313237143847,-18.5508123598792,-18.1224215142881
"265",-10.486973833947,-6.41705578696529,-8.22542194454816,-8.37388805046767,-10.0588625246095
"266",-32.3909365094516,-32.9881671270033,-29.5435709792029,-34.8603882154085,-24.3336289270515
"267",-17.4078904038259,-18.7159036820749,-20.0271056293968,-15.9219965820171,-17.9068425276656
"268",-2.96277615409535,-4.54465112687654,-6.5312926727501,-6.48825616848292,-8.17746309557971
"269",-13.6822945782987,-14.3453667893135,-16.30869292461,-16.329491720493,-18.3077254836093
"270",-13.4464311054951,-8.47328331145327,-6.73860620614923,-9.23254530987035,-8.43193891423196
"271",-12.4372601812203,-13.2698072801484,-4.32547676363903,-1.79978178245411,-3.38769987753643
"272",-17.0757516179487,-16.1469046270211,-14.8120866218054,-13.9222819465897,-15.2444405101867
"273",-5.30297060718697,-6.33770467172274,-2.07088334082157,-3.30715926278298,-2.70994738882046
"274",-9.34652146446983,-9.14491074788148,-8.82256642082806,-5.49173623515909,-7.46467954672264
"275",-19.0945863158899,-20.4040647258712,-17.816908261947,-12.1784619133682,-12.896690137184
"276",-31.7868718243441,-33.786691239003,-16.2448428152858,-28.9252201996086,-18.0207265468965
"277",-7.88428389149042,-4.21051770685403,-2.84257398806477,-1.34916726949586,-2.46901482579148
"278",-10.609232307681,-12.2108142357953,-10.9793067203686,-11.651070921787,-11.812707805866
"279",-15.6660567392322,-17.2342759158687,-18.9476309315409,-18.9730496801698,-20.0095870245019
"280",-16.6931161443965,-10.7255822293552,-11.8816261942219,-9.6442672821203,-11.4353940076827
"281",-7.00925956897211,-3.04183489370208,-4.07824718689879,0.135185633511846,-1.84577378133697
"282",-6.34513771413477,-6.00744266356842,-7.43332210441416,-6.40331010659618,-8.40303762614567
"283",-11.341965099504,-12.0965345139196,-10.9670170672394,-12.8702992238278,-12.9289404673935
"284",-27.5051253261433,-27.3600242746828,-24.0060670041021,-21.9876862974623,-23.0023564221192
"285",-7.87272099696343,-7.92811556053899,-9.36109464329583,-9.83649102222509,-11.3421733935596
"286",-36.7343806938283,-35.659897650499,-25.3639474486851,-33.8908085110604,-27.0943954298175
"287",-20.02187382576,-21.067266386852,-12.7171221899664,-14.2920447970054,-12.8652508288419
"288",-27.5499915439099,-29.0380414514257,-29.7954783477747,-28.812059367157,-25.2702298836513
"289",-13.5189403783538,-14.9413565388374,-11.1147407605443,-3.69419944524891,-2.29986463929592
"290",-18.9210914394844,-20.8442580837854,-11.3173303289018,-15.8837606838234,-12.8762518446811
"291",-23.166738551652,-20.5802890340989,-17.955992219244,-4.49455821894497,-6.4733020791914
"292",-12.9409336402382,-12.2273192004784,-8.986403809607,-7.23123614648923,-8.05780197344131
"293",-18.8897081243663,-20.8349427811402,-15.7266299601762,-15.4277872767224,-14.1987925941606
"294",-17.3729157010394,-16.6000941474766,-13.4203883042709,-12.8726771589899,-14.2402079694995
"295",-11.8949570235296,-12.673958989465,-12.4325925647877,-12.7189451774151,-13.5873279318739
"296",-20.4657522328385,-22.1083022978902,-19.7808668699112,-23.4376126079506,-21.7002825201184
"297",-16.6623689373599,-18.0720106979485,-13.2783947542919,-13.6549537428326,-13.2663324020672
"298",-29.5759532417439,-30.1743905603945,-18.3136028965263,-20.5513221862465,-18.8805422050424
"299",-10.1997980705324,-12.1670425104643,-6.84888265391882,-10.2594000554811,-7.70436350439346
"300",-22.2467281319232,-20.6205307150647,-22.1253034128645,-19.480343185849,-18.7932907256819
"301",2.81525891180753,0.957979447464217,-1.02479800612465,0.119184887519888,-1.08953957356631
"302",-9.87150111562077,-10.8123670278778,-3.97828724004846,-4.46657649567773,-3.91609975857195
"303",-18.3024491498275,-19.8598212396072,-10.7874219155563,-18.8071807219091,-12.1247945052765
"304",-10.3874946520966,-12.3517050805255,-11.0256240020152,-13.742281158637,-13.0234777188938
"305",-31.6025723728235,-29.7664548450607,-30.3994160156256,-29.181638426763,-31.1811458198601
"306",-19.5399427863141,-20.4489894734718,-16.5948286530154,-13.1065560699164,-14.026273300887
"307",-16.1445790897886,-17.7304603694034,-1.09287620965142,-7.42822399225715,-0.771833716217822
"308",-28.0773973905791,-29.9181869489539,-21.67620509768,-23.0465049149071,-21.7344081567421
"309",-7.99951880739607,-9.86705643463815,-9.14001065114895,-10.887813163601,-11.1390363226144
"310",-11.5015070411007,-12.947224833248,-10.8709461087798,-14.6058043582864,-11.9469367414573
"311",-11.3272376059481,-10.4517578601443,-8.55481981479628,-12.0040973895973,-10.4977559543769
"312",-28.0778619238311,-29.200067424556,-28.1216544415401,-30.187677086197,-29.979359637707
"313",-21.0222983358199,-21.8622913367653,-23.4261751138829,-22.9509450912991,-21.38475071807
"314",-0.0417140274607952,1.9435910097084,3.16182447519601,0.523837271195136,1.18600400512695
"315",-12.7053599752411,-14.7041164919861,-14.5270528857846,-15.168153609928,-15.9880135906884
"316",-34.1844272427617,-35.907524844622,-33.0927982010839,-37.5527803145676,-34.8453050298327
"317",-4.97726974239384,-6.95426418787753,-3.09423434789498,-5.09656722225963,-5.07816235908442
"318",-14.490899912517,-11.1713071029427,-11.8852105825825,-12.6979423764332,-13.8754088141015
"319",-10.7256901231142,-9.77616740575752,-8.04084942144582,-5.42558977479528,-6.90310657563681
"320",-8.82466887048909,-9.54109440537609,-10.0623824054772,-11.1062394388629,-12.0623409196563
"321",-32.7236874984563,-33.9585770875406,-25.9131620064989,-23.0167696107839,-21.7119795388845
"322",6.7917058992718,5.02055125520928,6.59333003254169,4.53549314154825,4.65817741733778
"323",-7.3977337783247,-6.2569043250407,-7.91584569702418,-7.8552825728543,-9.82037066664654
"324",7.6376828253649,8.31203904230101,6.93783749756586,6.60134549135393,4.98329847168289
"325",-12.1166039161021,-11.1013082805778,-12.1870222509217,-11.2582819884142,-12.7797008681531
"326",-22.4479480789459,-20.472197542679,-12.5194681364706,-12.8211276727797,-9.64567620596338
"327",-9.49635707563948,-5.51822263890327,-7.05572967852686,-7.47486477704153,-8.59444688186125
"328",-32.9300298888292,-34.6572187020981,-7.74067904699118,-14.8576613461025,-5.17834964514035
"329",-23.5135365413221,-25.0652456453191,-22.5656138774786,-13.9308574209505,-15.6637209774428
"330",-5.54531010628523,-5.9631956477336,-5.44561162822524,-3.36470121572625,-3.98753440540011
"331",-30.9303063208208,-8.36312621086742,-10.2249211453974,-10.363063250965,-12.1881161737941
"332",-9.58134061925676,-11.3243703392885,-8.82203242009807,-11.6319003824825,-10.6039418888183
"333",-18.1510147461224,-19.9148855649475,-16.5166810239333,-21.8210722448231,-16.5368450520277
"334",-4.95256728067253,-6.22046984077202,-2.18787573043052,-5.75469901831651,-4.04198412540308
"335",-8.81956758255801,-10.6387199970988,-6.12968425561141,-6.52706183785405,-6.01603335765208
"336",-13.4383047667801,-15.3286865884218,-10.4628875919413,-14.0632412802342,-12.0230670419502
"337",-8.06068437177669,-9.80276520551527,-7.57147145480872,-10.498223040064,-9.50428300373024
"338",-8.65504642013139,-10.2120519808375,-10.1737860734057,-10.414610459178,-11.859446301504
"339",-10.5742112636179,-11.2365252411968,-10.9710359592194,0.583376788661305,-1.41566857674326
"340",-14.2162149332252,-15.8844713960717,-12.7596995863466,-15.421658415187,-13.3242919194606
"341",-14.0441054840297,-14.1031402532568,-12.062828766039,-12.893029909985,-6.25339051062918
"342",-23.0037144431108,-21.9223572683831,-13.0042831908747,-12.0145683728436,-12.4400525693203
"343",-31.9657511776061,-33.9647628986923,-32.4784532353203,-35.354139688983,-29.3156601218333
"344",-21.0179745585369,-22.9949892176909,-17.1823064420507,-22.5843788471198,-18.9005635141502
"345",-17.1210470907941,-17.9572254827436,-12.9281941947367,-11.4162676586102,-12.6849411632939
"346",3.18388362208014,5.30812832627497,7.17283749973383,9.72863738210326,7.86907401627707
"347",-2.97407476058591,-4.23118070648967,-4.71153743588502,-4.85610976524655,-6.32567024597591
"348",-11.3354186652588,-13.189697056702,-9.48032056472116,-13.4786993475846,-11.1850127050232
"349",-30.5371009770418,-25.5998420498291,-27.092852405026,-27.5992667908314,-28.6267443023813
"350",-6.39127662084495,-5.25377477365161,-3.72275794032647,-4.26475873226634,-4.86817470416219
"351",-11.6887468012403,-13.1729116807041,-14.8101925830711,-14.2514869086662,-12.4478290615766
"352",-9.13587206424853,-11.0856397049089,-9.02831622310017,-7.16465701238926,-6.40747314160984
"353",-12.0945605018358,-13.8979297517248,-13.5278589722689,-15.7354767335272,-15.0749363777061
"354",-6.13489072420399,-6.96264863838621,-7.57977678119736,-6.3464784290166,-8.18236895270035
"355",-25.4386209363499,-27.2040566174129,-21.8117325287907,-24.3190695153062,-22.4457754853319
"356",0.221436070352315,-0.866476929063108,1.33469528390526,0.13709488135564,0.0304722059128002
"357",-27.5698480740843,-29.2275531357082,-30.7837436822974,-30.7474554097118,-30.9191562750722
"358",-24.7328159295829,-23.10659156766,-24.8451613199428,-24.6052947865983,-26.5818059004151
"359",-13.5644718847764,-15.3776609138745,-14.6889976539166,-14.284427406048,-15.2860927883896
"360",-9.8035382435361,-7.47927153800845,-6.52691371706153,-7.17139299968559,-8.4615662511256
"361",-27.2196466219201,-26.4697758509761,-27.2542987271409,-25.4329838850925,-27.3990055585572
"362",-19.626455924612,-19.2359434334294,-15.500152813746,-18.8438910047468,-17.4834521465643
"363",-13.2884830114413,-11.3034884725919,-1.20705400051785,-8.32845470796208,-2.13322360765387
"364",-33.9510458740505,-34.2763245488727,-35.8742117911483,-35.786414621391,-35.1053239741104
"365",-0.391859060233784,-1.75757098823356,2.26253046913995,1.81704492097845,2.31311500799135
"366",-23.3631767639256,-24.3875840668538,-23.193323733196,-23.5916956114526,-24.1066595275117
"367",-8.61790660575248,-2.6425376391853,-2.51182747714803,-4.2067201793729,-4.49301415550548
"368",-11.6992024038243,-11.4266097319799,-9.22364044181387,-11.9631545255282,-11.0156827164497
"369",-18.2398573536279,-19.8668216830406,-13.4602486867421,-20.7395941691295,-15.3553291300074
"370",-28.7125632679814,-29.9396702612055,-29.7263234462459,-31.4351109494693,-29.2043250336245
"371",-5.16007706525981,-6.8961697736661,-3.82110749860772,-3.94607426129513,-4.07747867048854
"372",-7.83720743077333,-9.8341037336697,-5.92499982356627,-10.7062977210432,-7.33403173215133
"373",-43.4837674445537,-40.5631459176685,-36.8638528903895,-29.5736604267727,-30.9411284085026
"374",-14.2884667657667,-16.2085521499262,-13.1000061985427,-13.8048440866908,-13.8617213477266
