"","main_mnm1","main_mnm2","main_mnm"
"115",-14.2891385094,-16.2103092487934,-13.039712395241
"116",-21.8387621706747,-23.3857162232827,-23.4155502124399
"117",-14.1872161870179,-15.240127956403,-16.28495781219
"118",-11.791193029728,-9.43931984915321,-6.74998968249576
"119",-1.68033566546018,-2.83182968139544,0.912168898184342
"120",-17.4821823613592,-19.4342330959769,-12.8074112336521
"121",-9.4498721411919,-11.2391513584582,-5.21018302090861
"122",-15.283884316534,-17.2759418347137,-13.2565243396484
"123",-39.2948270467433,-37.6637573324757,-31.1338152602839
"124",-18.2592442222713,-19.5270794681829,-17.2216957258995
"125",-10.0026709781442,-11.9970281046508,-3.67317645831765
"126",-10.6676199012213,-10.9100318161332,-12.5359507495786
"127",-42.9047880559596,-44.5940728962107,-40.3286651889498
"128",-22.7621930615156,-24.4497665285782,-19.0816992577779
"129",-22.9687861050019,-22.5063378461617,-24.1775251354779
"130",-50.581534710702,-45.8993427834735,-47.4790368900039
"131",-7.6862220457376,-9.39469150629445,-9.17484077898457
"132",-34.2934745993411,-34.0882571221405,-30.0940609864287
"133",-8.20741358559324,-10.2059813057527,-4.06588976157196
"134",-1.90912852161328,4.34538270754029,3.95731743556944
"135",5.39101037076208,4.19675562777746,4.05190330826329
"136",-0.35256668494161,-2.35240457960434,0.569399159331275
"137",-20.2834471413524,-22.2673179415066,-10.7779627027127
"138",-7.54465126846992,-8.647113898213,-7.95549806888829
"139",-13.388028375268,-14.822420878536,-16.0525796986501
"140",-15.4340849441714,-17.4317983361196,-19.034587544537
"141",-9.64288418936272,-11.6398039719154,-4.82147886008758
"142",-19.915878687235,-20.0122442479983,-22.0120877092161
"143",-18.6694468231654,-17.7947635212845,-10.1602414179882
"144",-13.8186654456786,-15.8168307849819,-10.1874369420985
"145",-24.1730104316042,-12.6686717447457,-12.9643886951534
"146",-1.06543130233984,-2.40870969037602,-2.01057457633625
"147",-13.3807198479836,-14.0107007512187,-10.4166809054741
"148",-12.3356407112237,-13.9105305916542,-10.9020746874653
"149",-22.422462413487,-23.938739084959,-21.0682233770619
"150",-14.1472426049421,-15.2113605951285,-13.7201724444749
"151",-7.35309024033632,-7.86419277097152,-8.42464398534053
"152",-23.030298220993,-22.7901476012978,-19.8854747166426
"153",-14.5434600407804,-15.5619745232924,-13.6383021178081
"154",-15.3143487560532,-16.1995963123792,-17.8160264124831
"155",-18.4272208296043,-20.3821449079444,-12.6351369964513
"156",-27.4127201602488,-29.2480885607232,-27.3875546216111
"157",-15.7427538619653,-17.3681993003585,-18.514767247897
"158",-9.94999710161041,-11.9160093334386,-8.02333953190893
"159",-21.9675262951897,-20.4398414885601,-19.7083471888703
"160",-13.1481948122577,-11.6716924042796,-9.58054224942577
"161",-24.0550371089753,-24.2687918809852,-25.8338920958254
"162",-16.1486413039287,-14.6862469735055,-14.4770119559433
"163",-37.0210080605124,-38.0432117961329,-27.9104852654079
"164",-27.1809693664091,-27.6201565335947,-17.0113706942977
"165",-22.2803130826565,-23.9996043172207,-19.3546931312677
"166",-3.65613922527123,-5.26802438035802,-3.25292195441837
"167",-28.6630354313568,-18.9725882922155,-20.9589340051808
"168",-22.3493187223516,-22.9576546991832,-23.3770561111764
"169",-11.1738174575467,-13.04925183223,-10.1318540626217
"170",-17.1245419141974,-19.1156477477266,-19.5348989238445
"171",-9.3859978125843,-10.7636635060425,-8.04769608184118
"172",-10.4941538554042,-11.8582109613303,-10.8978960271254
"173",-0.520726784138349,1.16557403041718,0.576702834379965
"174",-28.2975421338364,-28.2682318349641,-29.8995468599101
"175",-6.90475316911252,-7.92060926782846,-7.73365381027288
"176",-11.8280951689977,-12.7795247205542,-14.138320685193
"177",-19.0813322382881,-19.9905157186057,-18.2529013587519
"178",-30.79335670807,-32.5040544716056,-11.9178208255186
"179",-1.95461653486058,-3.72319522333462,1.32157557852973
"180",-8.31407554128891,-10.0510783026114,-6.8384123215593
"181",-2.46717829627444,-4.26224444489281,-0.916901005727654
"182",-44.1856212089421,-40.3315138019832,-41.2761930021239
"183",-43.8578358759001,-44.8690795811923,-43.193715299126
"184",-24.4725784001268,-24.3925816958801,-24.3753853646799
"185",3.2822914393575,1.28239856727591,2.9130950846318
"186",-13.3174233431996,-13.9197401023055,-12.9941759987507
"187",-18.4904803516627,-20.1355706507648,-16.4992786603029
"188",-13.507669309728,-15.3496873954531,-12.3688831273392
"189",-23.0905686067937,-21.0224434092583,-11.6559508286054
"190",-17.6463066717323,-19.6461586575186,-15.2954264854928
"191",-12.5465630803223,-8.13661088145902,-9.05392489912761
"192",-19.4809200287428,-18.6801679565463,-3.29274468254851
"193",-16.6335433460841,-18.5682714855289,-11.0060547625401
"194",-12.5182165264719,-13.8486603834303,-9.32853707486161
"195",-16.552581482884,-14.0654796112266,-12.7641439360964
"196",-6.52600968888716,-8.41001393162244,-3.39350107785438
"197",-7.40587851058822,-8.81451011083264,-9.20516551608878
"198",-9.33960983289294,-11.0677505806501,-7.23619747798837
"199",-24.2126418839379,-25.9278748865261,-19.7778484512219
"200",-29.0067099591384,-30.9711365245477,-32.7451219206549
"201",-16.41406325171,-17.9687575679263,-11.0641635520296
"202",-19.0101727221362,-18.6340528824863,-18.1573221040272
"203",-19.7007380156213,-19.6556601956351,-20.1470245642356
"204",-16.0395484796639,-14.8554015897855,-13.1461431462675
"205",-35.9470649097267,-37.52033751749,-35.9646546088925
"206",-11.0375800818387,-12.8330359942556,-8.40279804536992
"207",-16.265259636625,-18.1377699332546,-16.0129689813093
"208",-14.9036923308699,-16.8228676715387,-15.8146067017152
"209",-18.5836165109458,-20.5836082351743,-17.2009657889168
"210",-14.3356132840172,-14.3432259027066,-12.9340185347084
"211",-12.8637813140105,-14.833561149588,-6.34724323228947
"212",-6.40297493505733,-8.09439839994536,-6.1371972073196
"213",-15.1955663364638,-15.6904465317077,-14.5109917437519
"214",-18.2122444787797,-14.0926853602653,-11.3020990762762
"215",-19.9625655783018,-19.1468301783019,-14.9980977939422
"216",3.4510267764954,2.16753028057508,2.77547263616652
"217",-9.93194459449165,-11.3189133363598,-9.69746545962087
"218",-9.13421218365993,-2.44641495664001,2.53657061035338
"219",-19.6678511061892,-21.0745953380886,-22.2190566257834
"220",-10.2152049004907,-12.0898527991581,0.39710922163368
"221",-3.79338615919751,-5.55444765497624,-5.46797283983203
"222",-12.3711653839973,-10.7626055214419,-12.7521689964179
"223",-10.8945857088689,-9.44466401058336,-9.48771451525412
"224",-10.4221990369401,-11.5729896868017,-11.0636006445725
"225",-11.6647865204152,-12.1453688037887,-12.7015913141703
"226",-20.3462742254951,-22.0543874253393,-18.9453559298362
"227",-17.2998099618516,-17.8863275660815,-18.6182425159175
"228",-11.8119689142898,-12.2908623558292,-11.9611942133142
"229",-14.5128446908539,-16.0297851541599,-13.5827848921574
"230",-0.904316060476237,-2.81653269055628,-3.29898224386615
"231",-27.3743980639849,-23.5064526455224,-25.4931511398878
"232",-28.4644028529506,-30.1255833946652,-31.6950556833183
"233",-9.5588041262485,-5.78915673305317,-7.10974135935533
"234",0.14793828791437,1.27937907973101,3.72720214497376
"235",-4.38421315499631,-5.43835074489283,-6.21936971306163
"236",-23.108159883857,-22.1748861051712,-18.0334944950303
"237",-11.0264257216369,-12.8728494400574,-9.38204475631252
"238",-6.53587537636141,-6.31270063048154,-0.625651468300321
"239",-19.9867234649208,-21.8955374327871,-8.11890713384356
"240",-35.2749067164345,-37.0647086730326,-23.4982162663558
"241",-16.8683337730629,-17.7988510336399,-19.0906891822637
"242",-29.5624803985593,-26.7893026043319,-24.6555213635064
"243",-12.0938193496515,-13.1063504960932,-11.8548637958551
"244",-20.976961168658,-22.7558941340086,-23.7265393480846
"245",-2.74240913077167,-3.93532541337968,-4.59182079192706
"246",-12.8559608125889,-12.9130666687119,-12.7373874016766
"247",-24.5888231877074,-25.9419903527245,-17.7055421940888
"248",1.85688667503053,2.07368713259872,1.36187287410808
"249",-24.0858425730904,-21.1276232714253,-18.1835005050031
"250",-25.422587907179,-27.1688268604884,-23.2399255835343
"251",-13.5455593257724,-10.9708043858455,-12.9666178669547
"252",-11.5411659815786,-11.5684124926811,-13.3787835894955
"253",-8.22811627044155,-10.1111548324578,-10.1559902999356
"254",-19.0480494794179,-19.7926043615814,-15.6846157997695
"255",-29.1020242940797,-30.7787702676548,-17.8095939136356
"256",-5.10160645679192,-5.62105893171816,-6.8146849840538
"257",-7.75891871628937,-6.32753391375345,-7.25980289222737
"258",-10.2146205484523,-11.1400871723876,-9.41619820904216
"259",-22.2438205252787,-18.0860453839572,-19.8845927997055
"260",-22.1596776727468,-21.2136115312491,-19.4138040767286
"261",-8.51771774874303,-8.27979846853335,-10.1095313445581
"262",-15.4861858037203,-15.3694681443487,-11.4704998097108
"263",-7.79774958852266,-9.72971100606627,-5.77430637136088
"264",-16.9313076947291,-18.6591321045517,-5.88604972251315
"265",-24.7330537239234,-21.816112803536,-18.1931908345905
"266",-6.48196476773769,-7.71468961007468,-9.63676041211566
"267",-20.3472994228245,-22.3442401881121,-7.13008958464369
"268",-18.0075619620644,-19.0247168040607,-11.8045312463471
"269",-11.407273290544,-12.2735980103375,-13.5754157980832
"270",-21.4662782255781,-23.3536184793147,-20.5029652870313
"271",-15.2349939207066,-14.3122253110267,-13.6343093768088
"272",-7.59630121389372,-9.52608063049629,-9.35849436656007
"273",-39.2862729352317,-40.4293655430257,-23.0097712313659
"274",-11.9772318257795,-11.9266888569187,-8.29953988336854
"275",-19.3221432916766,-20.043972702623,-11.4128037735094
"276",-13.5405937140278,-14.5415397571042,-12.1605628499366
"277",-12.8233491886222,-14.1378122286349,-13.0142456002105
"278",-23.429351848083,-17.2651034122561,-16.6042347339827
"279",-14.6027630661324,-14.9191681446679,-7.87356592382522
"280",-38.0559112808948,-25.9833465718006,-27.3514903766576
"281",-7.58639833256937,-8.88436714476642,-3.32274263769923
"282",-3.52006633408588,-1.84699364041875,-1.23171417780358
"283",-10.0721472587614,-10.4006931487577,-0.689809129467362
"284",-10.9288916711772,-12.4549644609299,-11.9024628655023
"285",-36.0733987482738,-34.3260897309424,-36.3260896263632
"286",-16.1574422794897,-16.443895852566,-15.9271134320684
"287",-3.6251804823677,-5.42999977318924,-4.35895316872695
"288",-23.4958577063715,-25.3135415660276,-24.2163276805597
"289",-3.24030998856236,-5.23973007639279,0.430318231373162
"290",-13.7391286381131,-13.9076237635916,-11.0751596027633
"291",-22.3816435213349,-24.2999846660891,-24.5123721493653
"292",-8.7049427467619,-5.7191044960786,-6.78057144417357
"293",-26.5813620805776,-27.6123910786389,-21.7568965754713
"294",-36.2632759200641,-36.3247201986241,-27.9392350970887
"295",-24.342300432315,-25.1781279784616,-25.9650174812899
"296",-3.39081634376497,-3.99964518537331,-4.03449247653386
"297",-16.0991814749939,-18.0946510351954,-12.6840728341993
"298",-5.11776277301283,-6.28525565078314,-4.14770159160147
"299",-24.6591844706069,-18.6572138005597,-19.6586406606049
"300",-12.8338928199984,-14.6645309155482,-13.7063096321241
"301",-10.1828793122386,-10.8900976602624,-9.90448552302927
"302",-20.2690811191407,-21.8798455525024,-16.5124557797656
"303",-11.3365940155567,-11.7486723257232,-10.5952539800243
"304",-25.3166756822671,-24.0769204391923,-20.7472879118083
"305",-14.1100461557602,-11.6228810144434,-13.3394965112937
"306",-7.71757093122966,-3.73557949775532,-4.28295849639447
"307",-25.9981524852936,-27.2959047249848,-26.1570878833606
"308",-6.86025486449995,-8.71861190042527,-8.87533635095274
"309",-15.7896394324141,-17.2422182145084,-17.1075297576325
"310",-9.9916332042466,-10.266068607498,-10.3051008684506
"311",-15.8229829371525,-16.6027780487911,-15.8510696679803
"312",-8.47473115372886,-8.69685878020217,-7.94959748102109
"313",-20.101531135597,-20.8160127257305,-21.7395216100323
"314",-2.56534434074443,-3.13897269386392,-3.4165657681151
"315",-50.6692422100714,-52.5081538462797,-54.4267212024168
"316",-8.65568788075733,-9.71482254286147,-5.4370363139287
"317",-0.745731530342335,-1.86848309862983,-1.59532583904278
"318",-23.2546955187771,-21.4011047362888,-12.4878304363763
"319",-42.0197467665241,-43.5595408111817,-43.5880209873338
"320",-1.03692190148744,0.885293040102908,4.42614202116475
"321",-10.0903408942542,-11.466901762384,-10.153167783661
"322",-7.31679321314993,-5.74153001525347,-7.72975326196613
"323",-8.85178838882942,-9.84789455217747,-8.48862173266331
"324",1.64089760633845,0.0485979994830492,2.46229573418695
"325",6.74044022742868,5.46576225607055,5.20979199558179
"326",-10.0659513477102,-11.9161824006772,-9.94505684877806
"327",-17.4298110232163,-16.6793317797744,-18.1175738994665
"328",-24.9236420276344,-26.8749668415923,-17.8679065477307
"329",-11.3415076800873,-10.7840855492424,-0.756610074601524
"330",-24.1060435561392,-25.7801227331542,-17.6595513957876
"331",-7.47127329236085,-9.42218503344805,-3.24406653613047
"332",-7.86243319978949,-9.05313191823928,-5.52070574810358
"333",-31.266599585627,-33.1971967681423,-27.0357272640368
"334",-12.6807214951035,-14.03303023032,-15.3282536755675
"335",-1.55147745221261,-3.54141147495591,-3.70247471000858
"336",-13.2830718840857,-13.2107566030552,-13.7828694024803
"337",-17.4209308118812,-19.3349557055894,-11.7714238472996
"338",-16.688506516551,-16.8788256498693,-11.5010567042967
"339",-25.8307850625113,-27.8016766041318,-23.2432402043782
"340",-23.253126818529,-24.5644349194151,-21.1265035804794
"341",-9.75557244136541,-11.7145877029046,-10.8406396340855
"342",-19.2754422226496,-21.239825715606,-12.1723675456272
"343",-8.31962823220136,-9.98259752213148,-9.17105063078549
"344",-16.5903039339183,-18.4406249024922,-10.9716218134042
"345",-15.8506192972757,-17.7248679457348,-8.05125675884329
"346",-18.8483253765612,-20.7025054029253,-15.3717193275759
"347",-17.9887034870162,-19.8832210846757,-21.1209751682556
"348",-7.11083542225272,-3.82755838339393,-5.54431348320405
"349",-3.02538964948127,-3.93263626954528,-5.82743462127344
"350",-12.7852178106348,-13.7910100727192,-13.6196984345692
"351",-5.61894391545922,-6.10341626557125,-6.91661320646464
"352",-22.6184422203864,-23.7580246493638,-16.9488669274044
"353",-14.1805570801663,-15.7381108586161,-16.1636879822507
"354",-20.8252415423367,-22.7639695125408,-17.7524129728634
"355",-5.01144074983972,-6.0509425165296,-7.99538112260298
"356",-6.50270132441757,-8.45617247938735,-6.01700008681428
"357",-31.9264082722201,-30.0143316525708,-31.7071257963621
"358",-5.31515945811937,-7.15603083565572,-2.93210123762133
"359",-7.95275372938394,-9.94291024219459,-3.4563020699728
"360",-9.39309749095014,-9.93882527254852,-9.22628044553329
"361",-14.8945624900508,-11.9556153832697,-8.48638528591271
"362",-9.27658442983219,-11.130497726702,-6.59820230864484
"363",-14.8198665161468,-16.7892015000469,-14.1658341532085
"364",-19.6153837894464,-20.998619901907,-22.1625793941932
"365",-1.7531616843896,-2.22251766854562,-2.41854874571968
"366",-5.14762480119878,-5.31809222988103,-5.71989485615665
"367",-4.02012664832643,-3.92542164021017,-4.29918235810248
"368",-26.608555204718,-26.8584372926552,-25.7727128401975
"369",-25.572689636179,-27.553079615253,-20.3382526489337
"370",-20.638336004807,-17.214989431429,-19.2132226909577
"371",-12.3631990205565,-12.9271518098337,-4.61135128150202
"372",-9.17188049296434,-9.83570332845588,-7.12957457365371
"373",-14.8912672815043,-12.0607862471466,-13.996800944117
"374",-3.9330103152453,-5.93300718767035,-7.39665239220916
"375",-31.5986351814526,-28.6143276874989,-29.4720365091252
"376",-34.0639852031435,-35.5253364438175,-34.3974615725445
"377",-10.4334568506802,-7.74583533047994,-8.71332789406503
"378",-22.5971812126884,-23.9361007034842,-21.1920214095402
"379",-5.52788053698012,-7.46174252121195,0.0679993614173497
"380",-13.3021499252508,-15.1936614130684,-14.2374279260583
"381",-25.6103187558237,-26.8143972364849,-15.4645399925963
"382",-19.4398520441155,-18.1130122624973,-18.0467325937234
"383",-6.61850592314441,-7.93433318092363,-7.21907998206331
"384",-30.9327607563924,-30.7855819616016,-24.4175907578308
"385",-20.5171583243415,-21.9539773137571,-19.5376887082876
"386",-9.47249762019684,-10.4671669413162,-11.1435509276966
"387",-14.5339044020267,-16.5150920896778,-14.802108710655
"388",-24.0644863454716,-25.8609836814068,-15.2203178972444
"389",-34.5546481677724,-31.6565516752,-22.4624781148322
"390",-4.86652405168286,-4.24061522417299,-5.78177130414838
"391",-19.8275877052774,-15.9931878736822,-12.4453083256631
"392",-14.0150782299037,-14.53962578845,-10.0971448425995
"393",-20.3861882261127,-22.2728400443411,-24.0283850440803
"394",-12.6210888844326,-12.9347228054873,-13.2894684348383
"395",-12.3639428469841,-12.8544199114183,-7.58404114006145
"396",-22.369755061409,-20.6864905213405,-12.5496045843981
"397",-19.2155054301741,-13.4909290798595,-15.4844199105522
"398",-16.3662163214393,-6.92719933049094,-8.8125876252586
"399",0.564743636439957,-0.599694026223457,1.19822970533167
"400",-18.1911311945653,-18.5901201762094,-18.9538929244781
"401",-16.537034500683,-18.183581149469,-11.0748263627995
"402",-21.6271774388964,-19.815803956404,-21.1964359789375
"403",-33.7444954939035,-34.956509640896,-30.2588646428627
"404",-14.8851404111114,-15.4692753602074,-4.21510766378134
"405",-12.9670835875137,-11.1254732778196,-10.8902760144996
"406",-20.9860890884622,-20.6815616420748,-18.3218992623762
"407",-25.8953527883894,-25.9679615720313,-22.4833499639001
"408",-11.5908417819394,-12.8308009225545,-9.15255990203301
"409",-9.330373252389,-11.2329842605964,-12.5425333508908
"410",-19.388081013791,-21.0131992905655,-16.7168318047543
"411",-18.4555767435866,-18.9651842347994,-14.3935388130809
"412",-25.0104709656166,-27.0078615352814,-16.2892447989043
"413",-13.167167833849,-14.3716835457174,-15.4500670384558
"414",-5.84468103469462,-7.05286602587993,-4.70944409683305
"415",-21.5226048920563,-22.9830784101746,-20.5159501057667
"416",-2.0734802388838,-3.87772590224672,0.873841036757613
"417",0.752003045187937,-0.663104573523993,4.46360963445903
"418",-23.1085914499894,-22.5909295512504,-21.145463949198
"419",-0.669170164148369,-1.71052243270679,-2.97612144601649
"420",-23.0950120234022,-25.0691544129345,-23.6651299440572
"421",-21.3895242113451,-21.9093974126761,-15.0377780027823
"422",-4.09164848253255,-4.47636671661123,-4.91516091717924
"423",-9.79720304426027,-11.59735797959,-5.61126648240228
"424",-28.6969128602841,-30.6185458373909,-24.7177615121646
"425",-19.8748810712659,-18.3415670037524,-17.6575143126778
"426",-22.2718587875358,-13.9016045232535,-14.7215074764235
"427",-16.134983635095,-17.9456446676825,-14.3440857480506
"428",-14.0721840298001,-16.0364487193126,-8.80236557453162
"429",-12.7081185583591,-14.1768644115651,-4.96835401204506
"430",3.20005786459566,4.5110153192967,5.25381824307101
"431",-7.99590239046425,-7.81214227877438,-8.18571719724447
"432",-17.1826868645841,-19.1254502368567,-11.1627725948614
"433",-9.70779105446177,-11.7070944396892,-9.97628500319494
"434",-2.68658555477711,-4.67986356472118,-1.29080856790819
"435",-17.689702955768,-17.6342594656657,-13.9496977739068
"436",-30.2688697491098,-32.1953711184627,-29.7691598473286
"437",-20.4404676873718,-22.3283877698843,-13.3859981828508
"438",-8.87990319327191,-10.0142387775594,-6.00619514537265
"439",-23.0005844861358,-22.747939990516,-24.6049062168941
"440",-21.7192828594905,-22.6830516757563,-23.239267949181
"441",-7.92168977536121,-8.98834881248865,-9.89071117612167
"442",-13.4030674421361,-14.0269722304487,-13.8746521111129
"443",-18.692606452341,-20.5659227546021,-19.7492879992604
"444",-9.75523751827993,-11.5035747886621,-8.53549772210023
"445",0.958225331497164,2.03284680664095,4.34365301836335
"446",-8.14823836331729,-9.17225078032315,-10.7794507251071
"447",-18.0584399190277,-20.0323749873586,-16.921406198358
"448",-33.5382602958408,-29.2119776661009,-29.1545276625319
"449",-26.8340160589149,-27.8915192904701,-25.3168476995772
"450",-8.7249854419672,-10.695774666425,2.99019924770137
"451",-27.6966765506119,-21.924279350531,-23.0665042964328
"452",5.76814561659491,5.72247580432135,7.26876028661063
"453",-19.0343600176292,-20.0012143365154,-14.9650600197352
"454",-9.00741444125702,-7.75465135858929,-9.66087725465666
"455",-12.7525521828775,-14.2893572660348,-6.74777532017815
"456",-10.3617264561555,-12.0950840391185,-12.258333028116
"457",-4.43978607764305,-5.39816232205921,-6.88625162344683
"458",-13.4896518407536,-15.4725909771657,-16.3760773922472
"459",-22.5091510589032,-18.7086087404091,-16.2480983220928
"460",-16.0238801272135,-16.8628420354674,-8.84350075384032
"461",-18.0563378217889,-19.8416529005219,-10.8911949857859
"462",-14.9245024048464,-16.7161400775593,-14.0580997665039
"463",-20.0862595555997,-19.0201167262316,-16.5687159600094
"464",-12.6864263686584,-14.4157922910177,-5.13023067560654
"465",-13.5865525890749,-14.1500815356964,-15.4266333036963
"466",-22.2988291446122,-24.1545843872871,-24.0560408698017
"467",-3.55231420010569,-4.50288722840018,-5.23538544850989
"468",-4.88671334240755,-5.44882852783808,-6.21636857481615
"469",-12.9168142077234,-13.7648055527645,-15.0228237909878
